FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt)
53,0,0,33.70,54.68,50.91,41.35,49.53,48.18,59.82,50.00,51.30,83.33,1420,1420,1420,1420,1670,1670,1670,1747,64.70,39.00,-1,82,39.30,0,4.25
53,0,0,33.70,44.88,35.44,34.62,34.21,30.67,57.89,44.58,44.58,77.38,1420,1420,1420,1420,1670,1670,1670,844,63.20,42.00,-1,82,39.30,0,4.25
55,0,0,34.21,48.59,40.74,40.00,34.29,41.67,57.14,42.11,49.56,77.97,1420,1420,1420,1420,1670,1670,1670,1747,64.00,40.00,-1,82,39.30,0,4.249
55,0,0,34.21,45.45,31.08,30.67,32.43,38.16,50.62,56.25,40.24,80.25,1420,1420,1420,1420,1670,1670,1670,1747,63.20,42.00,-1,82,39.30,0,4.249
51,0,0,33.76,46.06,39.64,32.38,30.39,29.70,55.86,58.72,42.59,72.81,1804,1804,1804,1804,1766,1766,1766,2073,63.60,41.00,-1,82,39.30,0,4.249
51,0,0,33.76,52.30,43.59,39.24,39.47,45.78,61.63,48.81,48.78,87.21,1420,1420,1420,1420,1670,1670,1670,1747,64.00,43.00,-1,82,39.30,0,4.249
52,0,0,33.82,62.88,74.78,60.91,59.63,71.30,57.26,50.00,52.63,78.26,1420,1420,1420,1420,1670,1670,1670,1747,63.60,43.00,-1,82,39.30,0,4.249
52,0,0,33.82,49.92,41.25,38.16,41.77,40.79,59.76,58.02,62.65,54.32,1420,1420,1420,1420,1670,1670,1670,1747,63.20,46.00,-1,82,39.30,0,4.249
54,0,0,33.69,50.75,44.04,43.14,44.86,42.99,59.46,50.00,53.77,66.67,1420,1420,1420,1420,1670,1670,1670,1747,64.30,42.00,-1,82,39.30,0,4.253
54,0,0,33.69,48.47,40.00,36.84,44.44,40.24,51.90,48.24,42.50,80.72,1420,1420,1420,1420,1670,1670,1670,1747,63.60,42.00,-1,82,39.30,0,4.253
53,0,0,33.71,48.51,41.82,34.62,38.83,37.14,58.56,45.87,51.33,77.88,1420,1420,1420,1420,1670,1670,1670,1747,63.60,41.00,-1,82,39.30,0,4.253
53,0,0,33.71,47.63,43.53,35.53,33.77,36.71,53.66,50.00,47.06,75.86,1420,1420,1420,1420,1670,1670,1670,1747,64.00,39.00,-1,82,39.30,0,4.253
56,0,0,33.63,46.96,33.96,34.95,39.60,35.58,55.96,43.12,48.67,81.98,1420,1420,1420,1420,1670,1670,1670,1747,63.60,45.00,-1,82,39.30,0,4.253
56,0,0,33.63,46.09,30.49,35.06,40.54,37.04,48.78,41.38,41.86,87.64,1420,1420,1420,1420,1766,1766,1766,2073,63.20,41.00,-1,82,39.30,0,4.252
56,0,0,33.66,44.46,32.41,28.28,33.33,34.58,61.26,59.13,52.78,50.43,1420,1420,1420,1420,1766,1766,1766,2073,63.20,46.00,-1,82,39.30,0,4.252
56,0,0,33.66,55.67,48.05,46.84,54.32,44.00,57.32,59.77,60.71,73.49,1420,1420,1420,1420,1670,1670,1670,1747,63.60,42.00,-1,82,39.30,0,4.252
57,0,0,33.67,53.34,41.90,35.64,46.15,41.67,61.61,54.95,53.10,85.84,1420,1420,1420,1420,1670,1670,1670,1747,64.30,49.00,-1,82,39.30,0,4.252
57,0,0,33.67,47.70,37.80,39.51,41.33,36.71,71.08,45.88,54.22,54.22,1420,1420,1420,1420,1670,1670,1670,1747,63.20,48.00,-1,82,39.30,0,4.252
55,0,0,33.65,50.11,44.25,39.81,45.63,42.72,57.66,52.21,45.87,71.30,1804,1804,1804,1804,1766,1766,1766,2073,63.60,40.00,-1,82,39.30,0,4.261
55,0,0,33.65,49.77,45.12,35.06,39.47,37.66,48.19,47.62,46.34,92.05,1420,1420,1420,1420,1766,1766,1766,1747,64.00,41.00,-1,82,39.30,0,4.261
53,0,0,33.67,74.50,79.31,80.36,75.93,82.61,63.16,64.71,63.72,87.07,1420,1420,1420,1420,1670,1670,1670,1747,64.30,42.00,-1,82,39.30,0,4.261
53,0,0,33.67,52.28,40.79,46.15,49.35,42.86,50.00,44.30,56.25,85.71,1420,1420,1420,1420,1670,1670,1670,1747,64.00,44.00,-1,82,39.30,0,4.261
59,0,0,33.61,48.71,35.85,37.25,37.25,40.71,48.28,45.61,47.79,90.52,1420,1420,1420,1420,1670,1670,1670,1747,64.00,46.00,-1,82,39.30,0,4.261
59,0,0,33.61,39.94,21.05,26.67,29.73,26.67,42.68,42.50,37.04,88.89,1420,1420,1420,1420,1670,1670,1670,1747,63.60,46.00,-1,82,39.30,0,4.265
57,0,0,33.65,50.11,40.00,43.81,39.60,42.16,55.65,52.99,50.00,74.58,1420,1420,1420,1420,1670,1670,1670,1747,64.30,47.00,-1,82,39.30,0,4.265
57,0,0,33.65,48.73,33.77,33.33,40.00,40.74,50.00,55.42,60.49,70.37,1420,1420,1420,1420,1766,1766,1766,844,64.00,45.00,-1,82,39.30,0,4.265
56,0,0,33.62,48.26,38.89,35.51,38.68,43.64,58.41,55.17,48.67,66.39,1420,1420,1420,1420,1670,1670,1670,1747,63.60,45.00,-1,82,39.30,0,4.265
56,0,0,33.62,52.93,46.25,44.00,43.42,50.00,48.10,45.57,50.00,91.57,1420,1420,1420,1420,1670,1670,1670,1747,64.00,47.00,-1,82,39.30,0,4.265
51,0,0,33.64,49.71,40.37,40.38,43.81,36.54,57.52,46.49,46.49,83.33,1516,1516,1516,1516,1766,1766,1766,2073,63.20,43.00,-1,82,39.30,0,4.265
51,0,0,33.64,49.77,35.62,37.33,46.25,41.77,55.95,50.00,48.19,77.38,1420,1420,1420,1420,1670,1670,1670,1747,63.60,44.00,-1,82,39.40,0,4.253
53,0,0,33.64,53.45,48.18,47.75,42.99,46.79,58.77,49.57,48.25,83.90,1804,1804,1804,1804,1766,1766,1766,2073,64.30,45.00,-1,82,39.40,0,4.253
53,0,0,33.64,51.75,37.33,41.56,45.21,47.50,53.16,55.00,55.70,75.31,1516,1516,1516,1516,1766,1766,1766,2073,64.00,45.00,-1,82,39.40,0,4.253
49,0,0,33.68,51.29,43.12,42.86,46.85,43.24,54.78,46.02,48.67,83.90,1804,1804,1804,1804,1766,1766,1766,2073,64.30,41.00,-1,82,39.40,0,4.253
49,0,0,33.68,48.87,41.98,38.16,34.29,43.04,47.50,43.59,48.72,89.16,1804,1804,1804,1804,1766,1766,1766,2073,64.00,44.00,-1,82,39.40,0,4.253
54,0,0,33.67,51.34,38.46,39.39,38.38,40.40,60.36,52.21,54.87,80.87,1516,1516,1516,1516,1670,1670,1670,1747,64.00,43.00,-1,82,39.30,0,4.251
54,0,0,33.67,50.16,37.18,39.47,38.36,39.19,61.18,57.32,47.50,75.00,1420,1420,1420,1420,1670,1670,1670,1747,63.60,41.00,-1,82,39.30,0,4.251
52,0,0,33.66,51.99,45.45,46.08,47.12,42.00,57.14,57.89,54.78,65.22,1420,1420,1420,1420,1670,1670,1670,1747,64.00,41.00,-1,82,39.30,0,4.251
52,0,0,33.66,43.03,26.58,24.68,27.63,33.75,64.71,48.81,48.24,62.79,1420,1420,1420,1420,1670,1670,1670,1632,62.40,40.00,-1,82,39.30,0,4.251
53,1,0,50.44,50.23,37.86,42.06,36.73,40.74,62.83,47.75,57.89,72.41,1804,1804,1804,1804,1766,1766,1766,2073,63.60,42.00,-1,82,39.30,0,4.251
53,1,0,50.44,46.99,34.18,35.90,34.62,32.05,57.32,49.40,45.00,80.72,1420,1420,1420,1420,1670,1670,1670,1747,63.60,42.00,-1,82,39.30,0,4.251
56,0,0,33.67,49.65,39.25,41.35,39.81,40.57,54.21,47.75,50.43,81.90,1420,1420,1420,1420,1766,1766,1766,844,64.70,44.00,-1,82,39.40,0,4.189
