FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt)
58,0,0,33.58,52.87,42.86,43.64,46.96,42.99,57.39,56.41,55.26,76.79,1420,1420,1420,1420,1670,1670,1670,1747,56.60,49.00,-1,58,35.00,910,3.435
58,0,0,33.58,51.97,46.43,47.73,40.00,43.02,53.33,50.59,49.40,84.88,1420,1420,1420,1420,1670,1670,1670,1747,57.00,48.00,-1,58,35.00,910,3.435
60,0,0,17.07,52.39,40.37,46.22,45.22,44.25,66.95,58.26,57.02,60.50,1420,1420,1420,1420,1670,1670,1670,1747,56.20,48.00,-1,58,35.00,910,3.435
60,0,0,17.07,44.54,27.63,36.59,34.94,35.71,51.76,40.70,55.29,70.24,1420,1420,1420,1420,1670,1670,1670,1747,56.60,45.00,-1,58,35.00,741,3.435
59,0,0,16.87,54.65,50.46,54.31,51.33,53.04,56.03,44.55,53.98,73.91,1420,1420,1420,1420,1670,1670,1670,1747,56.60,48.00,-1,58,35.00,741,3.435
59,0,0,16.87,51.54,44.44,43.53,45.88,45.98,71.43,53.49,43.53,61.36,1420,1420,1420,1420,1670,1670,1670,1747,55.80,46.00,-1,58,35.00,741,3.435
59,0,0,33.60,49.77,38.89,46.49,43.40,43.12,52.17,42.99,45.37,85.84,1420,1420,1420,1420,1670,1670,1670,1747,55.80,50.00,-1,58,35.00,740,3.435
59,0,0,33.60,45.43,37.21,42.70,39.53,35.37,38.82,37.65,46.07,82.02,1420,1420,1420,1420,1670,1670,1670,1747,55.40,49.00,-1,58,35.00,740,3.435
60,0,0,17.05,48.37,39.62,47.06,41.82,43.24,42.59,46.90,44.14,83.19,1420,1420,1420,1420,1670,1670,1670,1747,55.80,50.00,-1,58,35.00,740,3.435
60,0,0,17.05,44.49,34.57,41.38,37.65,41.57,47.13,40.48,47.73,64.04,1420,1420,1420,1420,1670,1670,1670,1747,55.80,51.00,-1,58,35.00,717,3.435
59,0,0,16.93,48.43,33.64,39.64,40.87,42.48,53.70,50.00,47.71,76.11,1420,1420,1420,1420,1670,1670,1670,1747,57.00,54.00,-1,58,35.00,717,3.435
59,0,0,16.93,51.24,33.73,42.22,39.53,43.75,57.95,55.68,53.66,84.71,1420,1420,1420,1420,1670,1670,1670,1747,56.60,54.00,-1,58,35.00,717,3.435
60,0,0,17.02,51.31,40.00,43.93,45.61,46.43,66.06,59.29,54.46,54.95,1420,1420,1420,1420,1670,1670,1670,1747,56.60,53.00,-1,58,35.00,757,3.435
60,0,0,17.02,49.86,35.37,44.44,41.38,43.18,56.98,48.86,45.35,79.78,1420,1420,1420,1420,1670,1670,1670,1747,56.20,55.00,-1,58,35.00,757,3.435
59,0,0,17.05,50.93,43.10,42.61,44.25,46.96,58.77,50.91,53.57,67.83,1420,1420,1420,1420,1670,1670,1670,1747,56.20,55.00,-1,58,35.10,757,3.489
59,0,0,17.05,49.93,37.04,44.05,42.17,42.17,50.60,43.21,49.43,87.21,1420,1420,1420,1420,1670,1670,1670,1747,56.20,57.00,-1,58,35.10,746,3.489
59,0,0,17.03,51.33,38.39,40.18,42.20,50.00,50.43,51.75,53.04,84.68,1420,1420,1420,1420,1766,1766,1766,1747,57.00,54.00,-1,58,35.10,746,3.489
59,0,0,17.03,52.35,37.35,39.53,42.35,42.86,73.49,66.67,59.30,56.98,1804,1804,1804,1804,1766,1766,1766,2073,56.20,59.00,-1,58,35.10,746,3.489
59,0,0,33.58,52.08,42.59,38.89,43.48,47.83,54.46,55.96,57.02,77.39,1420,1420,1420,1420,1670,1670,1670,1747,57.40,58.00,-1,58,35.10,784,3.489
59,0,0,33.58,56.54,38.10,42.53,41.67,44.71,70.11,65.12,66.28,83.53,1420,1420,1420,1420,1766,1766,1766,1747,59.70,58.00,-1,58,35.10,784,3.489
58,0,0,33.58,60.44,39.62,52.10,49.57,50.43,87.18,76.32,75.68,50.88,1420,1420,1420,1420,1766,1766,1766,1747,59.70,57.00,-1,58,35.10,784,3.489
58,0,0,33.58,53.87,37.80,43.02,42.68,45.98,69.14,59.52,67.44,64.29,1420,1420,1420,1420,1670,1670,1670,1747,57.40,57.00,-1,58,35.10,856,3.489
59,0,0,16.93,50.00,37.74,42.98,40.87,49.14,56.64,47.01,51.75,73.68,1420,1420,1420,1420,1670,1670,1670,1075,57.00,56.00,-1,58,35.10,856,3.489
59,0,0,16.93,47.41,35.80,41.57,37.35,40.70,47.56,41.67,42.68,87.36,1420,1420,1420,1420,1670,1670,1670,1747,56.60,56.00,-1,58,35.10,856,3.489
60,0,0,16.87,49.94,44.14,43.24,47.37,49.09,47.71,44.55,45.54,80.36,1420,1420,1420,1420,1766,1766,1766,2073,56.60,51.00,-1,58,35.10,729,3.489
60,0,0,16.87,45.63,32.05,33.33,38.10,45.88,48.78,48.84,37.35,79.07,1420,1420,1420,1420,1670,1670,1670,1747,56.20,51.00,-1,58,35.10,729,3.489
57,0,0,33.60,48.21,39.81,37.84,41.07,44.25,58.62,40.54,50.91,70.18,1420,1420,1420,1420,1670,1670,1670,1747,55.40,48.00,-1,58,35.10,729,3.489
57,0,0,33.60,48.12,38.27,34.57,41.67,43.53,46.15,49.38,49.43,81.18,1420,1420,1420,1420,1670,1670,1670,1747,56.20,48.00,-1,58,35.10,730,3.489
58,0,0,33.61,50.83,36.89,43.59,44.74,43.86,47.37,50.43,58.12,79.65,1420,1420,1420,1420,1670,1670,1670,1747,57.00,51.00,-1,58,35.10,730,3.489
58,0,0,33.61,50.52,39.76,47.67,41.18,44.94,60.49,52.94,44.05,73.49,1420,1420,1420,1420,1670,1670,1670,1747,56.60,51.00,-1,58,35.10,730,3.489
59,0,0,16.87,49.61,38.89,40.35,44.64,46.43,49.09,48.21,50.45,79.09,1420,1420,1420,1420,1670,1670,1670,1747,56.60,55.00,-1,58,35.10,976,3.489
59,0,0,16.87,51.87,41.46,45.24,47.56,50.56,53.66,45.78,47.50,83.72,1420,1420,1420,1420,1670,1670,1670,1747,57.00,55.00,-1,57,35.20,976,3.408
55,0,0,33.63,53.52,42.86,49.17,44.86,45.87,65.49,53.57,64.04,61.40,1420,1420,1420,1420,1670,1670,1670,1747,57.00,50.00,-1,57,35.20,976,3.408
55,0,0,33.63,49.42,38.55,40.70,43.68,43.18,65.12,50.57,50.60,61.96,1420,1420,1420,1420,1766,1766,1766,1747,56.20,50.00,-1,57,35.20,1006,3.408
59,0,0,17.03,50.78,39.25,45.13,50.43,40.74,60.00,47.22,56.14,65.22,1420,1420,1420,1420,1670,1670,1670,1747,56.20,49.00,-1,57,35.20,1006,3.408
59,0,0,17.03,45.75,35.29,36.14,44.83,38.10,57.78,42.35,41.57,70.73,1420,1420,1420,1420,1670,1670,1670,1747,55.40,49.00,-1,57,35.20,1006,3.408
59,0,0,16.94,48.12,41.38,41.96,46.90,44.64,45.13,47.71,40.87,77.68,1420,1420,1420,1420,1670,1670,1670,1747,56.20,49.00,-1,57,35.20,710,3.408
59,0,0,16.94,45.55,32.91,41.11,41.86,41.18,40.96,38.82,41.18,81.40,1420,1420,1420,1420,1670,1670,1670,1747,55.80,49.00,-1,57,35.20,710,3.408
55,1,0,50.42,53.43,46.09,46.28,47.86,49.15,57.76,53.91,57.14,70.83,1420,1420,1420,1420,1766,1766,1766,1747,58.10,47.00,-1,57,35.20,710,3.408
55,1,0,50.42,73.68,70.89,72.15,76.47,73.75,72.29,68.75,70.13,84.15,1420,1420,1420,1420,1670,1670,1670,1747,57.40,47.00,-1,57,35.20,917,3.408
59,0,0,33.72,55.92,51.33,50.43,50.00,55.56,49.56,50.00,53.51,86.36,1420,1420,1420,1420,1670,1670,1670,1747,56.20,55.00,-1,57,35.20,917,3.408
59,0,0,33.72,46.95,35.00,42.22,45.56,41.38,41.67,44.05,40.00,84.88,1420,1420,1420,1420,1670,1670,1670,1747,56.20,52.00,-1,57,35.20,917,3.408
57,1,0,67.20,48.84,35.85,38.53,49.57,46.67,50.88,41.74,47.79,78.26,1420,1420,1420,1420,1670,1670,1670,1747,56.60,50.00,-1,57,35.20,787,3.408
57,1,0,67.20,47.41,33.33,43.02,44.05,40.96,55.17,55.17,41.38,64.63,1420,1420,1420,1420,1670,1670,1670,1747,55.80,48.00,-1,57,35.20,787,3.408
57,0,0,33.61,48.65,42.86,38.39,41.82,44.64,54.46,44.14,42.20,81.74,1420,1420,1420,1420,1670,1670,1670,1075,56.60,49.00,-1,57,35.20,787,3.408
57,0,0,33.61,48.55,33.75,45.74,41.86,45.35,58.43,49.41,41.86,69.05,1420,1420,1420,1420,1670,1670,1670,1747,56.20,48.00,-1,57,35.20,808,3.408
59,0,0,33.73,47.81,35.51,42.20,43.59,43.12,44.74,41.59,44.14,85.84,1420,1420,1420,1420,1670,1670,1670,1747,57.00,49.00,-1,57,35.20,808,3.408
59,0,0,33.73,44.85,34.52,40.22,37.21,38.10,37.80,41.11,39.76,89.89,1420,1420,1420,1420,1670,1670,1670,1747,56.60,50.00,-1,57,35.20,808,3.408
59,0,0,17.01,47.89,34.91,42.86,45.61,43.75,42.61,42.61,42.61,88.50,1420,1420,1420,1420,1670,1670,1670,1747,55.40,53.00,-1,57,35.20,800,3.408
59,0,0,17.01,45.02,34.15,38.82,41.67,46.07,42.17,38.55,37.35,81.18,1420,1420,1420,1420,1670,1670,1670,1747,55.80,50.00,-1,57,35.20,800,3.408
59,0,0,16.94,45.51,33.64,41.59,44.83,43.48,39.64,36.21,40.18,82.88,1420,1420,1420,1420,1670,1670,1670,1747,55.80,48.00,-1,57,35.20,800,3.408
59,0,0,16.94,45.12,39.77,43.33,41.18,39.53,54.55,52.94,46.99,45.88,1420,1420,1420,1420,1670,1670,1670,1747,55.80,46.00,-1,57,35.20,699,3.408
59,0,0,16.94,46.09,36.19,40.71,42.34,44.83,35.45,42.34,42.73,84.11,1420,1420,1420,1420,1670,1670,1670,1747,56.20,48.00,-1,57,35.20,699,3.408
59,0,0,16.94,48.05,42.70,43.82,45.98,46.43,38.55,42.17,46.51,77.01,1420,1420,1420,1420,1670,1670,1670,1747,56.20,47.00,-1,57,35.20,699,3.503
59,0,0,16.96,45.96,43.12,46.09,46.02,46.36,39.29,38.26,37.84,72.57,1420,1420,1420,1420,1670,1670,1670,1747,55.80,45.00,-1,57,35.20,704,3.503
59,0,0,16.96,42.30,33.33,36.14,43.53,35.37,42.35,35.00,34.57,74.70,1420,1420,1420,1420,1670,1670,1670,1747,54.60,39.00,-1,57,35.20,704,3.503
60,0,0,16.92,43.91,32.38,43.86,40.18,36.36,36.28,41.44,42.24,76.47,1420,1420,1420,1420,1670,1670,1670,1747,54.30,42.00,-1,57,35.20,704,3.503
60,0,0,16.92,47.50,35.80,44.71,43.37,38.55,45.35,44.71,45.98,80.00,1420,1420,1420,1420,1670,1670,1670,1747,55.80,47.00,-1,57,35.20,689,3.503
59,0,0,17.06,45.73,33.65,41.07,43.48,39.82,42.98,41.59,39.81,80.53,1420,1420,1420,1420,1670,1670,1670,1747,56.20,48.00,-1,57,35.20,689,3.503
59,0,0,17.06,45.55,33.75,40.00,38.75,38.37,45.98,43.96,39.76,86.36,1420,1420,1420,1420,1670,1670,1670,1747,55.80,49.00,-1,57,35.20,689,3.503
58,0,0,33.60,49.67,35.29,47.46,50.00,43.86,49.57,39.47,45.69,83.93,1420,1420,1420,1420,1670,1670,1670,1747,56.20,51.00,-1,57,35.20,712,3.503
58,0,0,33.60,44.78,26.92,41.86,40.48,34.94,38.37,44.71,42.35,84.52,1420,1420,1420,1420,1670,1670,1670,1747,55.80,55.00,-1,57,35.20,712,3.503
60,0,0,17.01,46.56,34.91,39.81,44.14,40.37,41.96,40.18,46.09,85.71,1420,1420,1420,1420,1670,1670,1670,1747,55.80,55.00,-1,57,35.20,712,3.503
60,0,0,17.01,47.31,33.33,47.25,46.67,40.70,36.47,46.43,41.18,83.72,1420,1420,1420,1420,1670,1670,1670,1747,55.80,51.00,-1,57,35.20,736,3.503
59,0,0,16.85,46.11,30.10,44.44,45.54,38.89,45.69,43.48,37.04,82.88,1420,1420,1420,1420,1670,1670,1670,1747,55.00,50.00,-1,57,35.20,736,3.503
59,0,0,16.85,44.44,32.93,39.29,40.48,36.90,45.12,47.62,43.68,68.97,1420,1420,1420,1420,1670,1670,1670,1747,54.60,51.00,-1,57,35.20,736,3.503
60,0,0,17.00,47.69,40.54,44.25,45.05,40.18,50.00,41.74,43.97,75.22,1420,1420,1420,1420,1670,1670,1670,1747,55.00,53.00,-1,57,35.20,710,3.503
60,0,0,17.00,47.94,37.18,49.43,45.35,46.59,45.45,39.76,41.46,78.57,1420,1420,1420,1420,1670,1670,1670,1747,54.60,51.00,-1,57,35.20,710,3.503
60,0,0,16.98,45.59,30.10,43.86,44.83,35.51,41.38,38.94,52.21,74.77,1420,1420,1420,1420,1670,1670,1670,1747,55.00,51.00,-1,57,35.20,710,3.503
60,0,0,16.98,48.31,40.00,45.35,45.24,44.19,44.83,51.14,44.32,75.61,1420,1420,1420,1420,1670,1670,1670,1747,55.40,52.00,-1,57,35.20,723,3.503
60,0,0,16.94,44.42,30.10,43.64,44.64,38.32,42.34,37.50,43.64,74.77,1420,1420,1420,1420,1670,1670,1670,1747,55.80,57.00,-1,57,35.20,723,3.503
60,0,0,16.94,44.56,33.33,41.86,43.82,37.35,39.76,36.47,43.18,78.31,1420,1420,1420,1420,1670,1670,1670,1747,55.80,54.00,-1,57,35.20,723,3.503
59,0,0,16.86,47.12,35.24,47.93,41.12,42.34,40.71,41.53,43.48,83.19,1420,1420,1420,1420,1670,1670,1670,1747,55.80,49.00,-1,57,35.20,702,3.503
59,0,0,16.86,46.29,32.05,44.94,41.67,35.80,48.81,43.02,44.71,77.01,1420,1420,1420,1420,1670,1670,1670,1747,54.60,49.00,-1,57,35.20,702,3.503
60,0,0,16.89,48.21,30.39,42.34,45.61,42.24,57.02,49.11,42.20,74.34,1420,1420,1420,1420,1670,1670,1670,1747,56.20,49.00,-1,57,35.20,702,3.503
60,0,0,16.89,48.89,37.04,46.07,41.67,38.82,46.43,46.51,46.99,87.06,1420,1420,1420,1420,1670,1670,1670,1747,55.80,52.00,-1,57,35.30,734,3.488
59,0,0,16.89,48.77,34.58,43.86,43.86,35.51,50.88,46.36,47.32,86.61,1420,1420,1420,1420,1670,1670,1670,1747,56.20,54.00,-1,57,35.30,734,3.488
59,0,0,16.89,44.74,28.57,43.33,41.18,39.08,39.76,39.08,42.35,85.71,1420,1420,1420,1420,1670,1670,1670,1747,55.00,53.00,-1,57,35.30,734,3.488
60,0,0,17.04,45.71,32.69,40.54,38.32,35.78,42.24,42.48,43.36,88.29,1420,1420,1420,1420,1670,1670,1670,1747,55.40,46.00,-1,57,35.30,724,3.488
60,0,0,17.04,46.43,31.17,43.37,45.35,36.90,51.14,40.96,40.96,79.31,1420,1420,1420,1420,1670,1670,1670,1747,55.00,56.00,-1,57,35.30,724,3.488
60,0,0,16.84,47.37,37.84,45.61,47.32,40.91,43.24,39.82,43.86,81.08,1420,1420,1420,1420,1670,1670,1670,1747,55.80,55.00,-1,57,35.30,724,3.488
60,0,0,16.84,45.43,33.75,41.38,39.29,37.50,44.05,45.35,40.96,81.40,1420,1420,1420,1420,1670,1670,1670,1747,55.40,50.00,-1,57,35.30,721,3.488
59,0,0,16.87,46.38,34.26,44.83,37.96,40.54,42.34,40.87,43.86,84.07,1420,1420,1420,1420,1670,1670,1670,1747,57.00,48.00,-1,57,35.30,721,3.488
59,0,0,16.87,44.63,28.77,41.18,37.80,33.75,45.88,44.05,49.41,72.29,1420,1420,1420,1420,1670,1670,1670,1747,55.40,43.00,-1,57,35.30,721,3.488
59,0,0,16.91,45.50,35.51,44.83,44.14,44.35,54.24,45.05,39.64,55.75,1420,1420,1420,1420,1670,1670,1670,1632,54.60,43.00,-1,57,35.30,687,3.488
59,0,0,16.91,42.38,30.00,44.83,37.35,35.80,39.76,42.17,42.86,66.67,1420,1420,1420,1420,1670,1670,1670,1747,54.30,43.00,-1,57,35.30,687,3.488
59,0,0,16.92,48.41,38.10,46.36,45.05,43.64,51.35,48.25,42.86,70.91,1420,1420,1420,1420,1670,1670,1670,1747,55.40,43.00,-1,56,35.30,687,3.491
59,0,0,16.92,44.54,32.50,43.33,40.96,37.04,45.98,34.88,41.18,80.00,1420,1420,1420,1420,1670,1670,1670,1747,54.60,44.00,-1,56,35.30,721,3.491
60,0,0,16.88,46.29,39.05,41.74,38.32,39.82,48.31,39.13,38.94,82.05,1420,1420,1420,1420,1670,1670,1670,1747,55.40,44.00,-1,56,35.30,721,3.491
60,0,0,16.88,43.99,32.47,39.76,41.25,35.80,55.95,36.14,40.48,68.67,1420,1420,1420,1420,1670,1670,1670,1747,54.60,45.00,-1,56,35.30,721,3.491
60,0,0,16.91,45.94,36.11,41.28,44.14,38.89,48.65,42.98,41.88,73.64,1420,1420,1420,1420,1670,1670,1670,1747,54.60,46.00,-1,56,35.30,695,3.491
60,0,0,16.91,43.15,31.25,39.29,37.65,36.59,56.52,42.17,39.08,61.18,1420,1420,1420,1420,1670,1670,1670,1747,54.30,46.00,-1,56,35.30,695,3.491
60,0,0,16.90,43.35,34.95,40.37,43.24,37.74,49.09,46.43,38.53,56.36,1420,1420,1420,1420,1670,1670,1670,1747,55.00,44.00,-1,56,35.30,695,3.491
60,0,0,16.90,43.40,30.86,38.82,39.77,37.93,44.94,40.91,47.67,65.91,1420,1420,1420,1420,1670,1670,1670,1747,55.00,43.00,-1,56,35.30,682,3.491
60,0,0,16.94,45.74,37.04,43.86,41.44,40.18,45.13,34.55,43.97,77.59,1420,1420,1420,1420,1670,1670,1670,1516,54.60,44.00,-1,56,35.30,682,3.491
60,0,0,16.94,44.53,30.49,41.18,41.86,32.93,51.14,44.83,41.98,68.60,1420,1420,1420,1420,1670,1670,1670,1747,55.00,46.00,-1,56,35.30,682,3.491
60,0,0,16.97,45.27,34.91,43.86,40.91,41.07,41.82,39.25,38.32,81.25,1420,1420,1420,1420,1670,1670,1670,1747,55.40,48.00,-1,56,35.30,694,3.491
60,0,0,16.97,46.04,37.80,41.67,39.51,39.02,51.16,47.62,45.12,63.53,1420,1420,1420,1420,1670,1670,1670,1747,55.00,45.00,-1,56,35.30,694,3.491
60,0,0,16.87,44.49,31.68,41.07,40.37,41.44,45.13,41.59,45.13,70.54,1420,1420,1420,1420,1670,1670,1670,1632,54.30,44.00,-1,56,35.30,694,3.491
60,0,0,16.87,45.51,36.47,39.76,40.24,41.18,51.72,50.57,42.35,58.14,1420,1420,1420,1420,1670,1670,1670,1747,55.00,46.00,-1,56,35.30,727,3.491
59,0,0,16.88,46.53,32.00,47.79,47.83,41.07,52.68,46.15,41.44,63.06,1420,1420,1420,1420,1670,1670,1670,1747,55.00,45.00,-1,56,35.30,727,3.491
59,0,0,16.88,43.71,32.53,38.64,41.38,40.48,43.68,52.75,40.00,60.00,1420,1420,1420,1420,1670,1670,1670,1747,54.30,45.00,-1,56,35.30,727,3.491
59,0,0,17.05,46.50,39.05,42.98,45.54,45.87,59.17,45.13,38.32,54.78,1420,1420,1420,1420,1670,1670,1670,1747,54.30,42.00,-1,56,35.30,691,3.491
59,0,0,17.05,44.11,32.05,44.44,39.02,38.75,48.81,54.22,39.53,54.65,1420,1420,1420,1420,1670,1670,1670,1747,54.60,41.00,-1,56,35.30,691,3.491
59,0,0,16.98,41.08,25.93,36.61,38.66,37.96,34.51,37.82,34.23,79.31,1420,1420,1420,1420,1670,1670,1670,1747,55.80,42.00,-1,56,35.30,691,3.491
59,0,0,16.98,46.18,37.93,38.10,44.19,43.68,42.53,49.43,41.67,73.56,1420,1420,1420,1420,1670,1670,1670,1747,54.60,42.00,-1,56,35.30,677,3.491
60,0,0,17.05,41.46,28.57,31.82,34.55,35.65,50.00,33.33,35.40,79.65,1420,1420,1420,1420,1670,1670,1670,1747,57.70,42.00,-1,56,35.30,677,3.491
60,0,0,17.05,45.22,36.36,38.55,42.70,43.68,40.24,43.82,43.18,75.86,1420,1420,1420,1420,1670,1670,1670,1747,54.60,45.00,-1,56,35.30,677,3.491
60,0,0,16.93,43.19,34.75,40.00,40.00,43.86,34.21,36.28,35.71,80.53,1420,1420,1420,1420,1670,1670,1670,1747,55.00,43.00,-1,56,35.30,657,3.517
60,0,0,16.93,46.97,40.22,38.55,41.18,38.55,44.71,47.83,40.70,82.14,1420,1420,1420,1420,1670,1670,1670,1747,54.60,45.00,-1,56,35.30,657,3.517
59,0,0,17.00,47.90,47.06,39.64,41.23,46.09,48.25,38.18,40.18,83.19,1420,1420,1420,1420,1670,1670,1670,1747,54.60,48.00,-1,56,35.30,657,3.517
59,0,0,17.00,46.33,40.66,35.00,39.51,44.19,37.80,44.83,44.32,85.54,1420,1420,1420,1420,1670,1670,1670,1747,54.30,46.00,-1,56,35.30,731,3.517
59,0,0,17.04,50.00,40.18,40.54,47.01,47.37,48.25,46.90,47.90,82.46,1420,1420,1420,1420,1670,1670,1670,1747,55.80,45.00,-1,56,35.30,731,3.517
59,0,0,17.04,46.04,37.35,37.35,40.24,39.02,36.25,39.76,45.98,87.95,1420,1420,1420,1420,1670,1670,1670,1747,55.00,46.00,-1,56,35.30,731,3.517
60,0,0,16.98,49.08,45.00,44.25,44.92,45.30,44.74,39.13,46.43,84.96,1420,1420,1420,1420,1670,1670,1670,1747,55.40,46.00,-1,56,35.30,829,3.517
60,0,0,16.98,46.26,37.65,44.44,40.00,43.18,36.71,44.44,44.19,80.25,1420,1420,1420,1420,1670,1670,1670,1747,55.40,43.00,-1,56,35.30,829,3.517
60,0,0,16.91,48.65,44.74,41.28,43.12,43.75,45.45,45.05,44.04,81.48,1420,1420,1420,1420,1670,1670,1670,1747,55.40,43.00,-1,56,35.30,829,3.517
60,0,0,16.91,49.35,37.35,48.42,43.02,46.07,42.68,45.98,47.06,84.52,1420,1420,1420,1420,1670,1670,1670,1747,55.80,48.00,-1,56,35.30,803,3.517
60,0,0,16.96,49.22,42.61,42.20,45.69,46.22,44.55,37.50,44.55,87.93,1420,1420,1420,1420,1670,1670,1670,1747,55.80,44.00,-1,56,35.30,803,3.517
60,0,0,16.96,43.60,34.09,34.48,39.08,41.76,38.10,40.70,37.80,81.82,1420,1420,1420,1420,1670,1670,1670,1747,54.60,42.00,-1,56,35.30,803,3.517
60,0,0,16.97,39.03,29.06,30.70,33.33,33.93,32.08,39.45,36.11,79.82,1420,1420,1420,1420,1670,1670,1670,1747,54.60,41.00,-1,56,35.30,775,3.517
60,0,0,16.97,40.37,23.60,31.40,32.56,35.96,45.45,41.86,43.02,68.24,1420,1420,1420,1420,1670,1670,1670,1747,54.60,43.00,-1,56,35.30,775,3.517
59,0,0,17.00,42.36,26.89,33.04,34.23,33.62,50.00,54.39,47.83,58.93,1420,1420,1420,1420,1670,1670,1670,1516,54.60,45.00,-1,56,35.30,775,3.517
59,0,0,17.00,38.47,24.18,28.74,30.68,27.38,42.17,38.82,43.37,76.74,1420,1420,1420,1420,1670,1670,1670,1747,54.60,43.00,-1,56,35.30,707,3.517
60,0,0,17.06,41.24,33.88,33.33,31.48,35.83,38.74,36.28,38.53,81.25,1420,1420,1420,1420,1670,1670,1670,1747,55.00,41.00,-1,56,35.30,707,3.517
60,0,0,17.06,44.04,33.33,38.04,42.27,39.33,37.50,36.47,37.50,88.64,1420,1420,1420,1420,1670,1670,1670,1747,55.00,41.00,-1,56,35.30,707,3.517
59,0,0,16.90,48.06,39.09,41.53,45.76,42.48,45.45,43.12,43.24,82.88,1420,1420,1420,1420,1670,1670,1670,1747,55.40,46.00,-1,56,35.30,768,3.517
59,0,0,16.90,47.18,37.65,43.96,43.02,40.00,42.05,41.38,47.67,81.18,1420,1420,1420,1420,1670,1670,1670,1747,55.40,43.00,-1,56,35.30,768,3.517
59,0,0,17.12,46.27,37.27,38.05,45.76,39.13,37.38,38.74,41.82,89.66,1420,1420,1420,1420,1670,1670,1670,1747,55.80,46.00,-1,56,35.30,768,3.517
59,0,0,17.12,47.52,36.47,43.01,43.48,42.39,46.59,39.29,40.74,88.37,1804,1804,1804,1804,1766,1766,1766,2073,55.00,45.00,-1,56,35.30,765,3.517
60,0,0,17.02,42.12,37.39,34.45,32.76,32.74,38.74,36.70,38.39,86.21,1420,1420,1420,1420,1670,1670,1670,1747,55.80,41.00,-1,56,35.30,765,3.454
60,0,0,17.02,37.30,21.18,31.46,32.58,34.44,34.15,32.94,32.93,79.07,1420,1420,1420,1420,1670,1670,1670,844,54.60,38.00,-1,56,35.30,765,3.454
59,0,0,17.01,67.64,69.30,68.91,71.19,74.78,60.71,60.87,58.04,76.72,1420,1420,1420,1420,1670,1670,1670,1747,56.20,34.00,-1,56,35.30,722,3.454
59,0,0,17.01,51.89,40.74,46.24,49.46,50.00,55.95,52.44,49.38,73.17,1420,1420,1420,1420,1670,1670,1670,1747,56.20,43.00,-1,56,35.30,722,3.454
60,0,0,17.00,49.89,37.61,45.69,43.36,49.58,45.54,47.79,42.59,87.27,1420,1420,1420,1420,1670,1670,1670,1747,55.40,46.00,-1,56,35.30,722,3.454
60,0,0,17.00,45.53,33.33,41.11,39.77,42.05,39.53,47.13,42.53,78.16,1420,1420,1420,1420,1670,1670,1670,1747,55.80,40.00,-1,56,35.30,739,3.454
59,0,0,16.99,49.33,41.82,47.11,42.34,45.30,51.33,41.12,46.85,79.09,1420,1420,1420,1420,1670,1670,1670,1747,55.80,45.00,-1,56,35.30,739,3.454
59,0,0,16.99,47.73,43.18,43.96,44.57,44.44,52.27,40.70,45.24,67.05,1420,1420,1420,1420,1670,1670,1670,1747,55.80,42.00,-1,56,35.30,739,3.454
59,0,0,17.04,46.03,37.61,41.53,44.26,45.90,43.75,38.39,45.13,70.43,1420,1420,1420,1420,1670,1670,1670,1747,55.40,41.00,-1,56,35.30,713,3.454
59,0,0,17.04,47.63,40.00,46.67,44.58,45.88,44.05,41.46,39.02,81.48,1804,1804,1804,1804,1766,1766,1766,2073,55.00,40.00,-1,56,35.30,713,3.454
58,0,0,33.59,49.50,42.06,44.74,43.86,44.74,58.77,49.55,47.79,63.16,1420,1420,1420,1420,1670,1670,1670,1747,55.00,38.00,-1,56,35.30,713,3.454
58,0,0,33.59,49.57,41.18,48.89,47.19,47.78,52.44,45.88,44.83,68.54,1420,1420,1420,1420,1670,1670,1670,1747,56.20,42.00,-1,55,35.30,724,3.492
60,0,0,17.05,58.92,62.83,69.57,62.39,62.50,51.38,50.00,43.48,71.05,1420,1420,1420,1420,1670,1670,1670,1747,55.80,39.00,-1,55,35.30,724,3.492
60,0,0,17.05,59.38,68.54,67.82,66.67,64.37,52.81,44.32,41.57,67.44,1420,1420,1420,1420,1670,1670,1670,1747,55.00,37.00,-1,55,35.30,724,3.492
60,0,0,16.93,48.62,43.24,48.28,49.15,46.49,47.79,44.64,40.19,69.09,1420,1420,1420,1420,1670,1670,1670,1747,55.40,38.00,-1,55,35.30,717,3.492
60,0,0,16.93,51.42,47.13,44.19,47.73,46.59,54.35,45.88,48.89,75.00,1420,1420,1420,1420,1670,1670,1670,1747,56.60,43.00,-1,55,35.30,717,3.492
56,0,0,33.60,54.33,50.00,47.86,51.30,49.12,64.96,50.44,51.72,69.64,1420,1420,1420,1420,1670,1670,1670,1747,56.60,47.00,-1,55,35.30,717,3.492
56,0,0,33.60,46.19,39.33,39.76,38.82,41.46,44.19,42.05,45.45,80.95,1420,1420,1420,1420,1670,1670,1670,1747,55.80,40.00,-1,55,35.30,838,3.492
