FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt)
59,0,0,33.59,48.50,43.75,44.30,36.23,41.03,51.25,49.35,46.34,71.76,1420,1420,1420,1420,1670,1670,1670,1747,58.90,35.00,-1,82,37.60,0,4.199
46,1,1,184.74,46.53,36.70,37.37,42.45,38.53,50.89,51.75,43.48,68.70,1804,1804,1804,1804,1766,1766,1766,2073,59.70,34.00,-1,82,37.60,0,4.199
46,1,1,184.74,44.94,39.74,34.72,39.19,37.33,68.60,40.74,43.90,50.59,1420,1420,1420,1420,1670,1670,1670,1747,59.70,27.00,-1,82,37.60,0,4.199
58,0,0,33.62,47.77,40.91,43.93,48.11,36.89,53.64,51.72,47.83,60.36,1420,1420,1420,1420,1670,1670,1670,1747,60.10,38.00,-1,82,37.60,0,4.199
58,0,0,33.62,54.73,46.67,49.35,58.23,46.84,60.49,52.63,49.37,70.73,1804,1804,1804,1804,1766,1766,1766,2073,61.20,30.00,-1,82,37.60,0,4.18
56,0,0,33.62,51.86,41.35,38.46,44.76,40.38,59.29,54.95,51.38,80.87,1420,1420,1420,1420,1766,1766,1766,2073,61.60,28.00,-1,82,37.60,0,4.18
56,0,0,33.62,55.66,48.81,44.00,46.15,43.21,64.10,59.04,57.50,82.14,1420,1420,1420,1420,1670,1670,1670,1747,61.60,30.00,-1,82,37.60,0,4.18
57,1,0,50.37,51.74,40.74,43.69,46.30,40.95,57.52,49.07,47.62,83.04,1420,1420,1420,1420,1670,1670,1670,1747,60.80,33.00,-1,82,37.60,0,4.18
57,1,0,50.37,48.20,38.55,41.25,36.11,37.33,58.54,50.60,54.32,67.86,1420,1420,1420,1420,1670,1670,1670,1747,61.20,32.00,-1,82,37.60,0,4.18
51,2,0,50.36,63.15,49.55,49.53,63.39,58.72,70.54,64.10,68.10,79.66,1420,1420,1420,1420,1766,1766,1766,1747,61.20,32.00,-1,82,37.60,0,4.18
51,2,0,50.36,53.15,46.75,44.44,49.33,52.63,58.54,45.57,49.37,76.25,1420,1420,1420,1420,1670,1670,1670,1747,61.60,35.00,-1,82,37.70,0,4.184
57,0,0,33.63,50.46,39.62,45.87,43.14,42.45,53.64,50.00,52.78,73.28,1804,1804,1804,1804,1766,1766,1766,2073,61.60,32.00,-1,82,37.70,0,4.184
57,0,0,33.63,48.46,35.06,41.77,38.96,37.50,69.41,67.47,65.12,30.12,1420,1420,1420,1420,1670,1670,1670,1747,60.80,31.00,-1,82,37.70,0,4.184
48,0,0,33.68,52.43,42.31,43.14,47.06,43.27,57.52,57.27,53.98,71.79,1804,1804,1804,1804,1766,1766,1766,2073,61.20,32.00,-1,82,37.70,0,4.184
48,0,0,33.68,48.84,38.27,41.03,39.47,36.71,54.88,45.12,48.15,84.34,1420,1420,1420,1420,1670,1670,1670,1747,61.60,30.00,-1,82,37.70,0,4.184
51,0,0,33.63,55.79,43.24,44.23,47.62,44.14,64.96,62.07,61.21,74.14,1516,1516,1516,1516,1766,1766,1766,2073,62.00,32.00,-1,82,37.70,0,4.196
51,0,0,33.63,52.48,39.47,42.86,44.00,40.51,65.06,61.25,58.97,70.51,1420,1420,1420,1420,1670,1670,1670,1747,61.60,30.00,-1,82,37.70,0,4.196
54,0,0,33.63,51.96,41.82,45.45,42.16,41.44,61.54,48.70,49.56,82.05,1804,1804,1804,1804,1766,1766,1766,2073,62.00,32.00,-1,82,37.70,0,4.196
54,0,0,33.63,50.40,36.49,37.84,38.36,34.67,65.82,63.75,66.67,53.66,1420,1420,1420,1420,1670,1670,1670,1747,61.20,31.00,-1,82,37.70,0,4.196
58,0,0,33.61,59.03,46.15,46.67,54.63,50.00,75.00,64.29,69.64,63.03,1804,1804,1804,1804,1766,1766,1766,1747,62.00,33.00,-1,82,37.70,0,4.196
58,0,0,33.61,55.52,45.57,50.00,44.44,41.33,67.86,61.73,61.73,68.67,1420,1420,1420,1420,1766,1766,1766,1075,62.00,30.00,-1,82,37.70,0,4.196
56,0,0,33.62,52.53,39.25,44.04,45.37,44.04,71.05,54.39,60.53,60.18,1420,1420,1420,1420,1766,1766,1766,1747,61.60,31.00,-1,82,37.80,0,4.189
56,0,0,33.62,49.44,33.77,38.16,36.11,33.33,62.35,53.09,51.81,79.76,1420,1420,1420,1420,1766,1766,1766,1075,62.00,31.00,-1,82,37.80,0,4.189
57,0,0,33.70,62.21,55.17,49.53,52.29,51.38,82.05,80.00,79.31,45.90,1420,1420,1420,1420,1766,1766,1766,1075,63.20,33.00,-1,82,37.80,0,4.189
57,0,0,33.70,50.49,35.62,39.44,40.00,41.33,64.10,70.89,63.75,44.30,1420,1420,1420,1420,1670,1670,1670,1747,61.20,33.00,-1,82,37.80,0,4.189
59,0,0,16.88,51.83,41.12,39.60,42.31,43.12,57.02,60.71,57.39,71.05,1420,1420,1420,1420,1670,1670,1670,1747,62.80,37.00,-1,82,37.80,0,4.189
59,0,0,16.88,50.47,40.24,43.59,44.59,38.16,59.26,54.22,59.52,62.20,1420,1420,1420,1420,1670,1670,1670,1747,60.80,37.00,-1,82,37.80,0,4.198
53,0,0,33.64,54.22,44.04,43.81,47.22,49.09,56.90,57.02,56.30,77.12,1420,1420,1420,1420,1766,1766,1766,1747,64.70,34.00,-1,82,37.80,0,4.198
53,0,0,33.64,47.45,35.62,37.68,37.68,36.99,50.00,48.19,49.35,78.48,1420,1420,1420,1420,1670,1670,1670,1747,61.20,32.00,-1,82,37.80,0,4.198
55,0,0,33.67,53.96,45.13,45.71,45.28,43.24,51.75,55.36,57.26,85.09,1804,1804,1804,1804,1766,1766,1766,2073,62.80,31.00,-1,82,37.80,0,4.198
55,0,0,33.67,55.70,39.47,45.45,41.89,40.54,74.39,64.20,64.20,71.76,1420,1420,1420,1420,1766,1766,1766,844,62.40,25.00,-1,82,37.80,0,4.198
58,0,0,33.59,52.42,47.32,45.28,48.11,45.19,48.67,54.78,54.24,72.41,1420,1420,1420,1420,1670,1670,1670,1747,61.20,29.00,-1,82,37.90,0,4.21
58,0,0,33.59,49.53,41.98,39.47,43.59,37.66,54.22,58.33,56.96,63.86,1420,1420,1420,1420,1670,1670,1670,1747,60.50,34.00,-1,82,37.90,0,4.21
56,1,0,50.35,52.63,45.95,42.59,38.83,41.82,60.87,56.52,53.51,75.65,1420,1420,1420,1420,1766,1766,1766,844,62.40,33.00,-1,82,37.90,0,4.21
56,1,0,50.35,49.92,40.26,45.00,42.11,45.24,74.42,53.09,51.25,50.59,1420,1420,1420,1420,1766,1766,1766,2073,61.20,31.00,-1,82,37.90,0,4.21
57,0,0,33.64,53.17,44.95,43.24,45.05,48.70,55.26,55.46,55.17,76.11,1420,1420,1420,1420,1670,1670,1670,1747,61.60,32.00,-1,82,37.90,0,4.21
57,0,0,33.64,52.84,44.87,45.45,46.15,44.74,45.68,54.76,48.72,90.59,1420,1420,1420,1420,1766,1766,1766,1632,61.60,34.00,-1,82,37.90,0,4.204
59,0,0,33.59,50.80,42.61,44.86,44.34,41.67,58.04,49.55,52.29,72.48,1420,1420,1420,1420,1670,1670,1670,1747,61.20,35.00,-1,82,37.90,0,4.204
59,0,0,33.59,51.18,43.68,44.58,40.74,42.53,54.55,54.65,55.42,71.43,1420,1420,1420,1420,1766,1766,1766,1747,61.20,34.00,-1,82,37.90,0,4.204
58,0,0,33.61,55.43,44.64,46.30,50.00,44.74,61.74,56.64,59.48,78.99,1420,1420,1420,1420,1766,1766,1766,1747,63.20,35.00,-1,82,37.90,0,4.204
58,0,0,33.61,55.26,48.19,48.15,48.81,43.90,59.74,55.56,53.33,84.81,1420,1420,1420,1420,1670,1670,1670,1747,61.20,35.00,-1,82,37.90,0,4.204
59,0,0,16.93,53.84,42.34,43.64,43.40,43.52,57.76,59.29,58.26,81.08,1420,1420,1420,1420,1670,1670,1670,1747,61.60,35.00,-1,82,37.90,0,4.204
59,0,0,16.93,54.19,48.24,47.56,50.00,45.12,59.76,57.50,52.44,73.49,1420,1420,1420,1420,1670,1670,1670,1747,62.00,35.00,-1,82,37.90,0,4.168
57,0,0,33.61,49.77,40.37,42.72,43.27,45.54,50.43,49.11,46.43,79.09,1420,1420,1420,1420,1670,1670,1670,1747,61.20,29.00,-1,82,37.90,0,4.168
57,0,0,33.61,46.06,39.24,38.16,38.16,38.27,42.17,44.19,39.51,85.71,1420,1420,1420,1420,1670,1670,1670,1747,60.80,29.00,-1,82,37.90,0,4.168
59,0,0,33.59,51.30,48.28,44.23,46.73,46.73,48.62,48.70,46.85,77.39,1420,1420,1420,1420,1670,1670,1670,1747,60.80,27.00,-1,82,37.90,0,4.168
59,0,0,33.59,50.61,38.55,38.36,48.24,38.96,53.57,59.52,50.60,77.11,1420,1420,1420,1420,1670,1670,1670,1747,61.20,27.00,-1,82,37.90,0,4.168
58,0,0,33.70,54.20,45.37,43.56,45.37,44.14,72.97,65.18,66.96,48.25,1420,1420,1420,1420,1766,1766,1766,1075,62.00,37.00,-1,82,38.00,0,4.21
58,0,0,33.70,49.92,40.48,37.84,41.03,39.51,55.95,49.38,55.95,75.58,1420,1420,1420,1420,1670,1670,1670,1747,61.20,37.00,-1,82,38.00,0,4.21
57,0,0,33.64,71.64,64.71,69.90,65.45,67.57,80.00,75.89,79.28,69.03,1516,1516,1516,1516,1766,1766,1766,2073,64.30,32.00,-1,82,38.00,0,4.21
57,0,0,33.64,48.08,37.50,37.66,37.18,35.80,67.95,61.18,64.29,41.67,1420,1420,1420,1420,1670,1670,1670,1747,62.00,32.00,-1,82,38.00,0,4.21
59,0,0,33.57,51.31,41.07,43.27,43.52,41.51,60.34,58.26,52.25,69.91,1420,1420,1420,1420,1670,1670,1670,1747,61.60,37.00,-1,82,38.00,0,4.21
59,0,0,33.57,54.67,43.21,49.38,47.50,51.85,54.65,51.19,50.57,88.24,1420,1420,1420,1420,1766,1766,1766,2073,61.20,37.00,-1,82,38.00,0,4.21
60,0,0,16.93,52.52,46.22,46.36,45.87,46.02,51.33,42.34,53.39,85.34,1420,1420,1420,1420,1670,1670,1670,1747,61.60,31.00,-1,82,38.00,0,4.211
60,0,0,16.93,47.85,39.02,41.25,37.97,42.86,45.00,42.17,50.60,82.72,1420,1420,1420,1420,1670,1670,1670,1747,60.80,31.00,-1,82,38.00,0,4.211
60,0,0,16.96,49.78,45.05,45.87,47.41,45.95,42.73,41.74,44.44,87.83,1420,1420,1420,1420,1670,1670,1670,1075,60.50,26.00,-1,82,38.00,0,4.211
60,0,0,16.96,49.78,38.75,43.68,41.86,39.24,77.27,59.04,55.29,37.93,1420,1420,1420,1420,1670,1670,1670,1747,60.50,26.00,-1,82,38.00,0,4.211
55,0,0,33.61,50.28,45.13,46.49,44.14,46.43,56.36,56.03,56.52,52.25,1420,1420,1420,1420,1766,1766,1766,1075,60.80,27.00,-1,82,38.00,0,4.211
55,0,0,33.61,50.36,41.67,46.43,43.53,50.00,49.44,43.02,49.41,81.61,1420,1420,1420,1420,1670,1670,1670,1747,60.80,26.00,-1,82,38.10,0,4.209
58,0,0,33.59,49.30,42.98,46.09,43.36,43.86,59.17,44.92,43.22,67.52,1420,1420,1420,1420,1670,1670,1670,1747,60.80,25.00,-1,82,38.10,0,4.209
58,0,0,33.59,49.92,47.56,44.30,43.04,53.66,47.62,38.27,36.90,87.95,1420,1420,1420,1420,1670,1670,1670,1747,60.50,25.00,-1,82,38.10,0,4.209
58,0,0,33.62,54.04,44.55,48.70,43.93,48.70,59.46,52.63,55.65,76.32,1420,1420,1420,1420,1766,1766,1766,1075,61.20,26.00,-1,82,38.10,0,4.209
58,0,0,33.62,52.62,43.68,41.46,39.51,44.83,71.91,62.79,68.54,48.28,1420,1420,1420,1420,1670,1670,1670,1747,61.60,33.00,-1,82,38.10,0,4.209
56,0,0,33.64,54.37,47.79,45.28,45.79,48.21,58.41,56.52,57.14,75.00,1804,1804,1804,1804,1766,1766,1766,2073,61.60,32.00,-1,82,38.10,0,4.142
56,0,0,33.64,52.44,51.81,49.40,52.44,53.09,46.51,43.18,47.62,75.00,1420,1420,1420,1420,1670,1670,1670,1305,62.00,30.00,-1,82,38.10,0,4.142
56,0,0,33.59,66.38,72.17,70.54,62.96,66.96,62.93,65.55,58.62,69.49,1804,1804,1804,1804,1766,1766,1766,2073,62.40,30.00,-1,82,38.10,0,4.142
56,0,0,33.59,67.63,69.88,66.67,71.76,69.23,60.24,66.28,62.35,76.83,1804,1804,1804,1804,1766,1766,1766,2073,62.00,29.00,-1,82,38.10,0,4.142
53,0,0,33.69,65.84,66.37,62.62,68.14,68.91,64.71,57.39,59.50,77.78,1804,1804,1804,1804,1766,1766,1766,2073,64.30,31.00,-1,82,38.10,0,4.142
53,0,0,33.69,66.91,73.81,70.89,62.20,72.62,68.60,67.82,63.86,55.95,1804,1804,1804,1804,1766,1766,1766,2073,62.80,27.00,-1,82,38.10,0,4.181
45,0,0,50.48,85.59,90.68,91.30,89.19,88.98,78.15,79.66,84.48,82.46,1420,1420,1420,1420,1670,1670,1670,1747,63.60,27.00,-1,82,38.10,0,4.181
45,0,0,50.48,75.96,95.12,87.95,79.22,84.52,66.67,58.54,62.35,76.54,1804,1804,1804,1804,1766,1766,1766,960,63.60,24.00,-1,82,38.10,0,4.181
54,0,0,33.71,66.44,69.37,68.52,66.67,68.22,64.55,63.03,65.81,64.29,1420,1420,1420,1420,1766,1766,1766,2073,62.80,32.00,-1,82,38.10,0,4.181
54,0,0,33.71,65.13,64.10,65.43,62.20,68.89,62.07,59.52,66.27,70.11,1420,1420,1420,1420,1766,1766,1766,2073,63.60,31.00,-1,82,38.10,0,4.181
57,0,0,33.60,61.28,64.29,63.64,58.33,59.63,60.68,56.03,61.40,67.52,1420,1420,1420,1420,1766,1766,1766,1747,63.20,26.00,-1,82,38.10,0,4.181
57,0,0,33.60,67.78,70.73,64.47,67.50,65.82,75.86,75.00,69.41,51.19,1420,1420,1420,1420,1766,1766,1766,844,62.80,25.00,-1,82,38.20,0,4.167
50,0,0,33.58,71.90,80.00,76.79,71.93,77.50,60.00,63.11,61.21,85.47,1804,1804,1804,1804,1766,1766,1766,2073,64.70,34.00,-1,82,38.20,0,4.167
50,0,0,33.58,64.96,67.11,65.82,62.96,62.03,58.82,59.04,60.49,84.52,1420,1420,1420,1420,1670,1670,1670,844,62.80,25.00,-1,82,38.20,0,4.167
49,0,0,33.64,69.59,76.67,73.87,73.39,67.57,61.61,54.24,61.21,87.93,1420,1420,1420,1420,1670,1670,1670,844,63.20,28.00,-1,82,38.20,0,4.167
49,0,0,33.64,66.46,72.09,70.13,62.67,67.50,65.12,56.32,61.25,77.11,1516,1516,1516,1516,1766,1766,1766,2073,63.60,32.00,-1,82,38.20,0,4.167
49,0,0,33.69,68.24,68.38,63.87,66.39,71.77,63.71,59.50,63.11,86.40,1516,1516,1516,1516,1766,1766,1766,2073,63.60,31.00,-1,82,38.20,0,4.184
49,0,0,33.69,63.91,63.51,56.34,60.87,68.49,62.50,58.67,59.21,82.67,1420,1420,1420,1420,1670,1670,1670,1747,63.60,33.00,-1,82,38.20,0,4.184
56,0,0,33.63,61.80,56.60,61.61,57.27,63.96,62.93,54.62,60.34,77.59,1804,1804,1804,1804,1766,1766,1766,2073,63.60,36.00,-1,82,38.20,0,4.184
56,0,0,33.63,49.85,37.97,40.96,34.67,43.75,57.47,62.07,59.52,59.30,1804,1804,1804,1804,1766,1766,1766,2073,62.80,34.00,-1,82,38.20,0,4.184
54,0,0,33.74,51.68,39.05,43.69,44.25,45.45,55.17,55.74,52.68,74.14,1420,1420,1420,1420,1670,1670,1670,1516,62.40,33.00,-1,82,38.20,0,4.184
54,0,0,33.74,48.50,38.37,34.62,36.36,40.74,47.73,50.59,51.72,85.71,1420,1420,1420,1420,1670,1670,1670,1747,62.40,33.00,-1,82,38.20,0,4.184
53,0,0,50.44,58.98,59.32,55.26,53.64,55.66,59.66,49.57,57.26,82.20,1516,1516,1516,1516,1766,1766,1766,2073,63.20,33.00,-1,82,38.30,0,4.188
53,0,0,50.44,63.76,70.73,58.67,72.50,65.00,67.07,53.57,58.82,63.95,1420,1420,1420,1420,1670,1670,1670,1747,62.40,29.00,-1,82,38.30,0,4.188
48,1,1,100.82,63.73,69.30,64.81,59.26,68.14,52.54,51.75,53.91,88.89,1420,1420,1420,1420,1670,1670,1670,1747,63.20,31.00,-1,82,38.30,0,4.188
48,1,1,100.82,64.37,65.52,63.64,66.67,65.82,60.00,50.56,58.33,83.33,1420,1420,1420,1420,1766,1766,1766,844,62.80,29.00,-1,82,38.30,0,4.188
50,0,0,33.65,78.48,87.29,85.34,81.90,88.24,68.29,71.90,66.39,80.51,1804,1804,1804,1804,1766,1766,1766,2073,64.00,30.00,-1,82,38.30,0,4.188
50,0,0,33.65,59.44,59.74,65.43,56.58,59.74,58.14,44.05,50.62,80.00,1804,1804,1804,1804,1766,1766,1766,1747,62.80,25.00,-1,82,38.30,0,4.18
54,0,0,33.64,64.07,68.42,67.27,68.42,65.45,57.38,51.69,57.02,78.81,1420,1420,1420,1420,1670,1670,1670,1747,63.60,29.00,-1,82,38.30,0,4.18
54,0,0,33.64,59.01,54.43,50.00,50.00,51.90,63.75,61.45,59.30,79.07,1420,1420,1420,1420,1670,1670,1670,1747,62.40,31.00,-1,82,38.30,0,4.18
43,2,1,84.01,48.83,41.03,34.95,38.89,41.82,53.57,46.09,55.08,75.86,1420,1420,1420,1420,1670,1670,1670,1747,63.20,30.00,-1,82,38.30,0,4.18
43,2,1,84.01,52.85,47.56,42.50,43.90,44.44,61.36,47.56,62.07,71.76,1804,1804,1804,1804,1766,1766,1766,2073,62.00,29.00,-1,82,38.30,0,4.18
48,0,0,33.65,63.10,68.75,59.63,57.27,61.74,56.90,57.02,58.54,85.22,1516,1516,1516,1516,1766,1766,1766,2073,63.60,32.00,-1,82,38.40,0,4.183
48,0,0,33.65,53.22,44.58,43.21,39.19,46.84,59.26,55.95,56.18,79.01,1420,1420,1420,1420,1670,1670,1670,1747,63.60,33.00,-1,82,38.40,0,4.183
54,0,0,33.78,59.76,59.13,53.27,48.62,52.68,64.41,51.72,57.63,88.79,1516,1516,1516,1516,1766,1766,1766,2073,63.20,36.00,-1,82,38.40,0,4.183
54,0,0,33.78,52.03,37.66,41.33,40.00,41.33,61.45,60.71,57.47,73.17,1420,1420,1420,1420,1670,1670,1670,1747,62.80,40.00,-1,82,38.40,0,4.183
57,0,0,33.60,52.34,41.59,41.90,40.00,40.19,55.75,60.33,61.86,71.30,1420,1420,1420,1420,1766,1766,1766,844,62.80,40.00,-1,82,38.40,0,4.183
57,0,0,33.60,49.63,41.46,44.44,48.19,45.24,58.14,50.55,52.38,59.52,1420,1420,1420,1420,1670,1670,1670,1747,62.00,31.00,-1,82,38.50,0,4.202
59,0,0,17.05,64.65,61.67,66.40,63.93,65.32,59.38,58.52,53.13,88.00,1420,1420,1420,1420,1670,1670,1670,1747,64.00,29.00,-1,82,38.50,0,4.202
59,0,0,17.05,69.19,62.86,64.38,63.89,73.33,70.13,78.08,69.33,73.33,1420,1420,1420,1420,1766,1766,1766,844,63.20,33.00,-1,82,38.50,0,4.202
57,0,0,33.69,54.96,45.45,46.73,46.60,49.54,66.96,65.22,63.93,52.07,1420,1420,1420,1420,1670,1670,1670,844,62.40,39.00,-1,82,38.50,0,4.202
57,0,0,33.69,46.79,35.06,39.19,39.74,38.67,68.24,41.67,50.00,61.18,1804,1804,1804,1804,1766,1766,1766,2073,61.60,30.00,-1,82,38.50,0,4.202
56,0,0,33.60,46.21,37.27,31.43,35.51,39.09,56.64,50.00,54.70,60.34,1420,1420,1420,1420,1766,1766,1766,1747,62.40,34.00,-1,82,38.50,0,4.202
56,0,0,33.60,47.71,35.90,41.03,41.77,40.74,63.64,49.38,46.99,59.77,1420,1420,1420,1420,1670,1670,1670,1747,62.40,32.00,-1,82,38.50,0,4.202
54,0,0,33.73,51.77,43.52,42.86,44.86,46.30,62.39,54.24,55.93,62.81,1420,1420,1420,1420,1766,1766,1766,1190,61.60,32.00,-1,82,38.50,0,4.202
54,0,0,33.73,63.54,71.08,57.69,59.74,61.73,60.47,54.88,55.29,86.21,1804,1804,1804,1804,1766,1766,1766,2073,62.80,34.00,-1,82,38.50,0,4.202
54,0,0,33.60,52.89,45.05,40.00,40.57,42.31,64.91,62.28,53.51,71.93,1420,1420,1420,1420,1670,1670,1670,1747,62.80,40.00,-1,82,38.50,0,4.202
54,0,0,33.60,53.53,40.74,46.99,42.50,44.71,69.05,60.00,56.52,62.79,1420,1420,1420,1420,1670,1670,1670,1747,62.40,37.00,-1,82,38.50,0,4.202
56,0,0,33.69,52.46,46.36,42.31,43.12,41.51,61.54,55.65,55.83,70.54,1420,1420,1420,1420,1766,1766,1766,844,62.40,33.00,-1,82,38.50,0,4.199
56,0,0,33.69,49.07,41.98,40.51,42.86,41.98,55.29,49.38,48.19,72.29,1804,1804,1804,1804,1766,1766,1766,2073,62.40,32.00,-1,82,38.50,0,4.199
57,0,0,33.71,53.30,44.44,47.27,47.32,44.95,57.98,54.62,54.76,72.27,1516,1516,1516,1516,1766,1766,1766,2073,64.30,32.00,-1,82,38.50,0,4.199
57,0,0,33.71,50.08,40.00,36.00,38.46,40.51,61.45,53.57,57.50,72.62,1420,1420,1420,1420,1670,1670,1670,1747,62.00,30.00,-1,82,38.50,0,4.199
58,0,0,33.61,52.28,47.32,42.31,47.22,42.45,50.43,55.46,57.26,72.41,1804,1804,1804,1804,1766,1766,1766,2073,61.60,29.00,-1,82,38.50,0,4.199
