FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt)
59,0,0,16.86,41.74,37.61,38.10,40.78,38.89,29.57,25.86,28.57,92.98,1420,1420,1420,1420,1670,1670,1670,1747,58.50,17.00,-1,84,38.00,0,4.362
59,0,0,16.86,54.42,56.63,49.33,56.79,56.98,45.16,40.66,39.33,93.02,1420,1420,1420,1420,1670,1670,1670,1747,62.00,17.00,-1,84,38.00,0,4.362
59,0,0,33.59,55.49,72.97,61.82,65.45,56.76,46.85,47.41,38.98,54.95,1420,1420,1420,1420,1670,1670,1670,1747,58.90,17.00,-1,84,38.00,0,4.362
59,0,0,33.59,60.92,65.82,62.03,60.00,58.75,51.22,55.81,56.98,77.11,1420,1420,1420,1420,1766,1766,1766,1747,62.00,17.00,-1,84,38.00,0,4.362
46,1,1,83.90,69.58,78.76,80.36,74.53,72.07,64.96,58.12,52.68,76.07,1420,1420,1420,1420,1766,1766,1766,1747,64.00,14.00,-1,84,38.00,0,4.327
46,1,1,83.90,67.17,74.39,75.31,66.67,68.67,56.47,57.14,50.00,88.24,1420,1420,1420,1420,1670,1670,1670,1747,60.50,14.00,-1,84,38.00,0,4.327
57,0,0,33.62,59.48,75.89,62.83,68.14,71.17,37.61,37.39,44.07,80.67,1420,1420,1420,1420,1670,1670,1670,1747,60.10,25.00,-1,84,38.00,0,4.327
57,0,0,33.62,52.45,62.34,50.70,63.16,50.00,38.10,39.29,26.92,84.15,1804,1804,1804,1804,1766,1766,1766,1747,60.10,25.00,-1,84,38.00,0,4.327
57,0,0,33.58,61.26,63.96,60.19,75.68,73.45,54.17,46.67,44.72,77.39,1420,1420,1420,1420,1766,1766,1766,1747,62.80,25.00,-1,84,38.00,0,4.327
57,0,0,33.58,51.41,43.90,40.51,36.99,38.46,60.98,55.00,58.54,76.19,1516,1516,1516,1516,1766,1766,1766,1747,61.20,25.00,-1,84,38.00,0,4.327
55,0,0,50.39,57.33,50.91,45.28,53.27,43.52,69.49,61.16,55.26,75.42,1804,1804,1804,1804,1766,1766,1766,2073,61.60,23.00,-1,84,38.10,0,4.323
55,0,0,50.39,56.40,47.50,41.56,40.54,41.33,68.75,62.03,66.27,79.52,1804,1804,1804,1804,1766,1766,1766,2073,60.50,23.00,-1,84,38.10,0,4.323
44,1,1,100.73,61.95,52.78,48.54,49.07,53.57,72.97,72.32,67.89,76.32,1420,1420,1420,1420,1670,1670,1670,1747,62.40,17.00,-1,84,38.10,0,4.323
44,1,1,100.73,61.88,52.87,54.22,49.40,54.22,72.94,64.71,71.43,73.81,1420,1420,1420,1420,1766,1766,1766,1747,65.90,21.00,-1,84,38.10,0,4.323
44,3,0,67.22,58.37,48.11,47.17,47.57,48.15,73.04,68.97,62.73,68.38,1420,1420,1420,1420,1766,1766,1766,1747,62.40,22.00,-1,84,38.10,0,4.323
44,3,0,67.22,50.92,46.91,39.47,33.80,38.16,49.44,52.38,54.35,85.23,1420,1420,1420,1420,1670,1670,1670,1747,62.00,23.00,-1,84,38.10,0,4.298
48,1,0,50.39,56.15,46.79,47.12,42.99,45.37,60.34,55.56,63.72,83.33,1612,1612,1612,1612,1766,1766,1766,2073,63.20,30.00,-1,84,38.10,0,4.298
48,1,0,50.39,45.29,41.77,40.00,36.00,36.00,47.62,37.04,42.86,81.71,1420,1420,1420,1420,1670,1670,1670,1747,60.80,27.00,-1,84,38.10,0,4.298
52,0,0,33.64,54.02,48.60,47.52,47.62,46.30,49.14,55.46,53.45,81.74,1420,1420,1420,1420,1766,1766,1766,2073,62.00,33.00,-1,84,38.10,0,4.298
52,0,0,33.64,47.45,44.58,37.80,35.80,48.24,48.86,40.70,39.33,79.07,1420,1420,1420,1420,1670,1670,1670,1747,61.60,33.00,-1,84,38.10,0,4.298
44,2,1,117.57,53.47,47.17,45.10,42.57,39.22,62.61,60.00,53.51,74.78,1804,1804,1804,1804,1766,1766,1766,2073,63.20,34.00,-1,84,38.10,0,4.335
44,2,1,117.57,54.20,49.40,46.43,46.99,44.05,58.06,52.27,52.33,82.95,1420,1420,1420,1420,1766,1766,1766,1747,65.90,26.00,-1,84,38.10,0,4.335
46,1,0,83.97,50.85,44.95,40.59,36.63,38.68,52.21,52.94,47.90,89.29,1420,1420,1420,1420,1670,1670,1670,1747,62.00,27.00,-1,84,38.10,0,4.335
46,1,0,83.97,46.84,44.58,38.16,41.98,37.97,50.00,40.48,35.71,84.09,1804,1804,1804,1804,1766,1766,1766,2073,62.40,31.00,-1,84,38.10,0,4.335
49,0,0,33.62,52.02,49.07,41.18,41.35,43.40,53.04,53.15,51.79,80.00,1420,1420,1420,1420,1766,1766,1766,1747,62.00,32.00,-1,84,38.10,0,4.335
49,0,0,33.62,50.29,52.33,48.78,43.59,45.00,43.33,44.32,40.45,81.82,1804,1804,1804,1804,1670,1670,1670,2073,62.00,28.00,-1,84,38.10,0,4.335
24,1,1,201.44,51.41,63.39,50.00,55.66,51.85,44.25,42.98,41.88,62.83,1420,1420,1420,1420,1766,1766,1766,1747,62.80,21.00,-1,84,38.10,0,4.338
24,1,1,201.44,50.37,45.24,46.84,43.04,49.38,47.62,44.57,44.19,79.31,1804,1804,1804,1804,1766,1766,1766,2073,62.00,17.00,-1,84,38.10,0,4.338
37,1,0,50.37,48.09,40.78,39.81,36.79,38.32,46.22,46.55,48.33,86.09,1804,1804,1804,1804,1766,1766,1766,2073,62.00,20.00,-1,84,38.10,0,4.338
37,1,0,50.37,46.49,42.17,37.66,40.51,39.02,37.21,36.47,45.65,92.77,1420,1420,1420,1420,1766,1766,1766,1747,62.00,18.00,-1,84,38.10,0,4.338
37,1,0,50.39,49.05,40.91,38.83,38.10,39.64,52.54,54.31,50.88,75.21,1420,1420,1420,1420,1766,1766,1766,1747,62.00,21.00,-1,84,38.10,0,4.338
37,1,0,50.39,46.72,35.06,33.33,36.36,35.90,54.65,50.00,46.59,77.65,1804,1804,1804,1804,1766,1766,1766,2073,61.60,21.00,-1,84,38.20,0,4.301
36,2,0,50.40,57.87,56.76,50.00,50.94,53.77,60.34,56.90,56.41,75.22,1804,1804,1804,1804,1766,1766,1766,2073,64.00,22.00,-1,84,38.20,0,4.301
36,2,0,50.40,76.29,83.72,75.31,80.72,77.11,70.59,65.48,72.29,84.09,1804,1804,1804,1804,1766,1766,1766,2073,63.60,20.00,-1,84,38.20,0,4.301
33,0,0,50.37,83.50,87.27,87.62,87.96,83.78,76.11,74.56,77.48,93.04,1420,1420,1420,1420,1766,1766,1766,1747,65.50,20.00,-1,84,38.20,0,4.301
33,0,0,50.37,73.17,77.65,81.93,70.00,76.25,56.79,65.17,63.53,97.65,1420,1420,1420,1420,1766,1766,1766,1747,64.30,21.00,-1,84,38.20,0,4.301
30,0,0,50.38,67.24,74.55,70.09,62.50,66.97,63.30,57.27,59.46,81.08,1420,1420,1420,1420,1766,1766,1766,1747,65.50,19.00,-1,84,38.20,0,4.203
30,0,0,50.38,58.93,56.18,43.59,46.99,78.16,53.93,52.33,52.81,86.67,1420,1420,1420,1420,1766,1766,1766,844,63.20,21.00,-1,84,38.20,0,4.203
30,0,0,50.37,51.64,45.05,39.81,45.37,44.95,46.49,49.54,51.28,87.93,1804,1804,1804,1804,1766,1766,1766,2073,63.60,21.00,-1,84,38.20,0,4.203
30,0,0,50.37,50.37,44.19,40.74,32.88,35.00,51.16,54.02,54.65,82.56,1804,1804,1804,1804,1766,1766,1766,2073,64.00,23.00,-1,84,38.20,0,4.203
35,0,0,50.38,48.84,39.81,37.38,34.62,34.55,52.94,47.46,54.17,87.07,1420,1420,1420,1420,1766,1766,1766,1747,63.20,22.00,-1,84,38.20,0,4.203
35,0,0,50.38,46.09,36.25,36.71,32.47,35.37,51.16,52.38,46.43,75.00,1804,1804,1804,1804,1766,1766,1766,2073,62.40,23.00,-1,84,38.20,0,4.203
37,0,0,50.39,50.56,45.05,39.60,41.90,43.64,51.72,53.04,50.00,77.12,1804,1804,1804,1804,1766,1766,1766,2073,63.20,23.00,-1,84,38.20,0,4.324
37,0,0,50.39,43.88,32.50,30.86,26.67,28.21,45.78,49.41,49.41,81.93,1804,1804,1804,1804,1766,1766,1766,2073,63.20,23.00,-1,84,38.20,0,4.324
36,0,0,50.38,45.24,32.74,39.81,31.13,30.00,52.17,47.37,49.57,79.31,1420,1420,1420,1420,1766,1766,1766,1747,64.70,23.00,-1,84,38.20,0,4.324
36,0,0,50.38,57.65,48.19,40.26,38.46,38.96,75.29,61.90,61.73,91.67,1420,1420,1420,1420,1766,1766,1766,1747,67.10,23.00,-1,84,38.20,0,4.324
38,0,0,33.82,64.56,53.33,48.08,44.66,50.50,87.27,72.73,67.27,87.83,1804,1804,1804,1804,1766,1766,1766,2073,67.80,18.00,-1,84,38.20,0,4.324
38,0,0,33.82,56.40,41.76,38.27,39.02,36.14,85.56,63.22,59.77,80.90,1420,1420,1420,1420,1766,1766,1766,1747,67.80,18.00,-1,84,38.30,0,4.25
52,0,0,33.69,59.71,45.45,39.05,41.82,41.51,90.52,65.55,61.40,88.14,1804,1804,1804,1804,1766,1766,1766,2073,67.80,25.00,-1,84,38.30,0,4.25
52,0,0,33.69,55.50,40.00,28.00,38.27,40.74,70.73,67.47,59.76,93.02,1420,1420,1420,1420,1670,1670,1670,1747,63.20,25.00,-1,84,38.30,0,4.25
55,0,0,33.65,63.80,71.56,56.19,60.95,76.58,52.14,54.62,54.39,83.05,1420,1420,1420,1420,1670,1670,1670,2073,64.00,25.00,-1,84,38.30,0,4.25
55,0,0,33.65,49.78,64.29,41.89,66.27,46.75,52.81,43.68,35.56,47.67,1804,1804,1804,1804,1766,1766,1766,2073,62.40,25.00,-1,84,38.30,0,4.25
26,3,2,134.39,68.64,83.76,60.91,63.06,62.73,60.66,66.39,61.98,89.08,1420,1420,1420,1420,1766,1766,1766,1747,67.10,20.00,-1,84,38.30,0,4.295
26,3,2,134.39,82.91,83.12,90.00,83.54,83.95,79.49,88.61,68.83,87.34,1420,1420,1420,1420,1766,1766,1766,1747,68.20,16.00,-1,84,38.30,0,4.295
40,1,0,100.79,66.85,67.83,60.75,58.49,67.27,60.17,68.10,61.61,88.14,1420,1420,1420,1420,1670,1670,1670,1747,64.70,19.00,-1,84,38.30,0,4.295
40,1,0,100.79,45.89,34.21,35.90,36.00,32.88,48.78,47.44,40.96,85.54,1420,1420,1420,1420,1766,1766,1766,1747,63.20,21.00,-1,84,38.30,0,4.295
39,3,1,83.97,40.39,40.00,36.79,34.95,35.24,36.84,29.82,27.19,80.00,1516,1516,1516,1516,1766,1766,1766,2073,62.40,18.00,-1,84,38.30,0,4.295
39,3,1,83.97,53.56,58.82,56.10,58.44,63.10,37.21,40.45,38.20,78.57,1420,1420,1420,1420,1670,1670,1670,1747,60.50,24.00,-1,84,38.30,0,4.295
60,0,0,16.87,62.64,76.85,75.00,76.42,75.45,52.83,42.98,41.07,63.64,1420,1420,1420,1420,1670,1670,1670,1190,62.00,28.00,-1,84,38.40,0,4.346
60,0,0,16.87,52.48,65.93,62.96,61.18,63.22,35.96,38.46,36.67,58.70,1420,1420,1420,1420,1670,1670,1670,1516,60.50,27.00,-1,84,38.40,0,4.346
59,0,0,16.91,53.41,60.19,61.82,65.09,64.08,39.29,38.60,43.48,57.26,1420,1420,1420,1420,1670,1670,1670,1747,62.40,27.00,-1,84,38.40,0,4.346
59,0,0,16.91,50.53,61.63,56.41,54.67,56.96,38.82,36.25,46.51,53.57,1420,1420,1420,1420,1670,1670,1670,1632,60.50,26.00,-1,84,38.40,0,4.346
59,0,0,16.94,47.21,53.70,53.40,55.14,56.19,46.02,35.40,35.96,44.35,1420,1420,1420,1420,1670,1670,1670,1747,60.10,31.00,-1,84,38.40,0,4.346
59,0,0,16.94,45.96,50.60,53.01,54.32,61.63,45.24,28.24,23.17,50.00,1420,1420,1420,1420,1670,1670,1670,1747,59.70,31.00,-1,84,38.50,0,4.368
60,0,0,16.86,45.29,55.36,51.40,53.27,53.27,53.39,28.70,25.89,43.10,1420,1420,1420,1420,1670,1670,1670,1747,60.10,30.00,-1,84,38.50,0,4.368
60,0,0,16.86,37.37,40.24,36.36,39.74,37.97,36.14,36.78,40.00,29.63,1420,1420,1420,1420,1670,1670,1670,1305,58.90,31.00,-1,84,38.50,0,4.368
59,0,0,17.08,34.82,27.52,34.29,31.73,30.10,33.04,45.54,41.07,33.62,1420,1420,1420,1420,1670,1670,1670,844,58.90,30.00,-1,84,38.50,0,4.368
59,0,0,17.08,30.47,22.62,28.05,21.62,29.27,36.47,34.83,30.59,41.18,1420,1420,1420,1420,1670,1670,1670,1401,58.50,30.00,-1,84,38.50,0,4.368
60,0,0,16.92,36.56,32.73,35.51,37.50,35.85,49.56,29.82,34.82,37.61,1420,1420,1420,1420,1670,1670,1670,1632,58.90,29.00,-1,84,38.50,0,4.379
60,0,0,16.92,36.64,38.10,30.67,36.36,33.75,32.56,51.85,25.29,42.17,1420,1420,1420,1420,1670,1670,1670,1747,58.10,28.00,-1,84,38.50,0,4.379
59,0,0,16.86,36.29,34.58,33.01,39.25,39.45,34.21,20.72,29.31,60.18,1420,1420,1420,1420,1670,1670,1670,1747,59.30,29.00,-1,84,38.50,0,4.379
59,0,0,16.86,35.49,36.25,32.47,34.67,33.33,24.39,35.44,29.63,57.65,1420,1420,1420,1420,1670,1670,1670,1632,58.10,29.00,-1,84,38.50,0,4.379
60,0,0,16.93,36.29,33.33,39.81,32.35,32.04,42.34,41.23,22.32,45.05,1420,1420,1420,1420,1670,1670,1670,1747,58.50,28.00,-1,84,38.50,0,4.379
60,0,0,16.93,29.79,26.74,19.48,17.95,25.88,37.93,25.00,24.10,59.30,1420,1420,1420,1420,1670,1670,1670,1747,58.10,28.00,-1,84,38.50,0,4.379
60,0,0,16.85,33.68,34.55,34.26,26.53,28.28,40.87,22.73,22.94,58.04,1420,1420,1420,1420,1670,1670,1670,1747,57.70,27.00,-1,84,38.60,0,4.383
60,0,0,16.85,50.37,68.29,56.25,62.65,71.08,38.37,27.59,30.59,49.44,1420,1420,1420,1420,1670,1670,1670,1747,58.50,20.00,-1,84,38.60,0,4.383
57,1,0,67.22,44.35,44.04,38.10,42.59,43.52,43.24,48.25,37.61,57.02,1420,1420,1420,1420,1670,1670,1670,1747,60.80,24.00,-1,84,38.60,0,4.383
57,1,0,67.22,34.24,36.90,22.67,30.77,24.36,37.21,30.23,30.49,57.65,1516,1516,1516,1516,1766,1766,1766,2073,59.30,30.00,-1,84,38.60,0,4.383
59,0,0,33.58,31.82,27.52,25.96,27.45,27.45,38.32,25.89,22.02,58.72,1420,1420,1420,1420,1670,1670,1670,1190,58.10,29.00,-1,84,38.60,0,4.383
59,0,0,33.58,35.31,21.95,27.38,27.50,27.16,50.00,33.71,32.94,60.00,1420,1420,1420,1420,1670,1670,1670,1747,63.60,30.00,-1,84,38.60,0,4.367
59,0,0,16.85,30.94,27.27,27.62,21.65,26.21,38.94,28.18,27.52,51.40,1420,1420,1420,1420,1670,1670,1670,1632,58.90,29.00,-1,84,38.60,0,4.367
59,0,0,16.85,33.48,22.62,25.97,27.16,25.00,41.18,40.70,29.41,51.69,1420,1420,1420,1420,1670,1670,1670,1747,58.50,28.00,-1,84,38.60,0,4.367
57,1,0,50.41,44.13,34.58,40.54,42.34,41.67,53.91,46.96,33.63,58.26,1420,1420,1420,1420,1670,1670,1670,1747,58.90,28.00,-1,84,38.60,0,4.367
57,1,0,50.41,35.21,28.40,26.32,24.00,31.65,38.55,31.33,32.53,66.25,1420,1420,1420,1420,1670,1670,1670,1747,58.90,26.00,-1,84,38.60,0,4.367
59,0,0,16.88,38.36,38.39,32.67,32.35,37.50,36.04,28.32,35.09,64.04,1420,1420,1420,1420,1670,1670,1670,1747,59.70,24.00,-1,84,38.60,0,4.38
59,0,0,16.88,42.61,40.74,44.87,42.31,41.33,34.88,45.24,30.49,62.65,1420,1420,1420,1420,1670,1670,1670,1747,59.30,26.00,-1,84,38.60,0,4.38
59,0,0,16.88,55.69,56.03,59.65,58.18,60.18,49.15,47.86,53.39,62.18,1420,1420,1420,1420,1670,1670,1670,1747,61.60,29.00,-1,84,38.60,0,4.38
59,0,0,16.88,66.06,56.00,52.94,57.14,60.26,79.22,72.73,71.43,73.42,1420,1420,1420,1420,1670,1670,1670,1747,62.80,33.00,-1,84,38.60,0,4.38
55,1,0,50.44,55.28,54.87,50.49,51.43,55.86,60.19,48.25,48.67,72.07,1420,1420,1420,1420,1670,1670,1670,1747,60.80,26.00,-1,84,38.60,0,4.38
55,1,0,50.44,43.24,36.71,41.77,45.68,45.88,32.14,44.19,39.08,62.35,1420,1420,1420,1420,1670,1670,1670,1747,60.50,28.00,-1,84,38.60,0,4.38
56,0,0,33.80,57.41,52.25,56.76,54.81,51.40,64.71,52.21,55.65,69.30,1420,1420,1420,1420,1766,1766,1766,1747,62.80,28.00,-1,84,38.60,0,4.301
56,0,0,33.80,52.76,42.31,45.57,44.16,43.21,79.75,66.67,53.09,46.84,1420,1420,1420,1420,1766,1766,1766,1747,63.60,28.00,-1,84,38.60,0,4.301
52,1,0,67.15,59.68,46.73,47.57,47.12,48.08,82.05,75.00,65.77,62.07,1420,1420,1420,1420,1766,1766,1766,1747,64.30,26.00,-1,84,38.60,0,4.301
52,1,0,67.15,55.10,44.44,42.11,40.54,42.11,70.59,65.82,57.50,70.73,1804,1804,1804,1804,1766,1766,1766,1747,62.00,26.00,-1,84,38.60,0,4.301
50,1,0,67.16,51.60,42.48,39.81,45.37,44.14,57.27,58.47,53.85,71.43,1420,1420,1420,1420,1670,1670,1670,1747,64.30,28.00,-1,84,38.60,0,4.301
50,1,0,67.16,62.80,48.05,54.43,54.05,52.63,73.49,67.47,63.75,83.75,1420,1420,1420,1420,1670,1670,1670,1747,62.80,28.00,-1,84,38.60,0,4.323
59,0,0,16.94,47.77,43.64,36.36,48.11,47.22,50.88,44.25,41.96,70.43,1420,1420,1420,1420,1670,1670,1670,1747,61.20,33.00,-1,84,38.60,0,4.323
59,0,0,16.94,44.85,40.24,37.33,36.49,39.47,38.96,37.35,42.68,81.40,1420,1420,1420,1420,1670,1670,1670,1747,61.60,33.00,-1,84,38.60,0,4.323
50,2,0,50.41,57.30,48.18,48.54,46.23,48.21,65.52,61.95,62.16,73.04,1804,1804,1804,1804,1766,1766,1766,2073,64.00,29.00,-1,84,38.60,0,4.323
50,2,0,50.41,45.09,30.77,35.90,37.66,36.71,66.67,51.19,49.38,53.01,1420,1420,1420,1420,1766,1766,1766,1747,62.00,29.00,-1,84,38.60,0,4.323
58,0,0,33.62,50.52,33.98,38.61,36.36,44.55,67.27,62.16,59.65,59.29,1804,1804,1804,1804,1766,1766,1766,2073,63.20,31.00,-1,84,38.60,0,4.329
58,0,0,33.62,49.85,34.62,36.36,38.46,38.96,61.90,53.57,49.41,77.65,1516,1516,1516,1516,1766,1766,1766,2073,61.60,31.00,-1,84,38.60,0,4.329
56,0,0,33.65,47.02,42.48,38.38,40.95,43.40,48.67,40.71,38.74,81.74,1420,1420,1420,1420,1670,1670,1670,1747,61.20,30.00,-1,84,38.60,0,4.329
56,0,0,33.65,42.09,32.93,35.62,35.06,37.35,57.83,39.02,34.15,61.18,1420,1420,1420,1420,1670,1670,1670,1747,60.80,30.00,-1,84,38.60,0,4.329
60,0,0,16.84,43.85,36.04,39.09,36.89,43.24,38.94,35.51,40.00,78.07,1420,1420,1420,1420,1670,1670,1670,1747,61.60,31.00,-1,84,38.60,0,4.329
60,0,0,16.84,44.34,36.59,36.25,42.50,42.17,36.71,38.10,38.27,81.18,1420,1420,1420,1420,1670,1670,1670,1747,60.50,31.00,-1,84,38.60,0,4.329
60,0,0,17.03,43.82,35.40,33.33,36.54,36.11,43.59,43.59,47.41,75.22,1420,1420,1420,1420,1670,1670,1670,1747,60.50,28.00,-1,84,38.70,0,4.368
60,0,0,17.03,39.29,18.99,28.21,22.97,30.00,48.19,40.24,51.19,67.44,1420,1420,1420,1420,1670,1670,1670,1747,60.80,28.00,-1,84,38.70,0,4.368
60,0,0,17.04,47.65,35.78,43.27,37.76,42.57,51.82,44.04,45.45,78.90,1420,1420,1420,1420,1670,1670,1670,2073,60.80,29.00,-1,84,38.70,0,4.368
60,0,0,17.04,46.56,42.86,44.87,44.30,40.26,68.60,44.05,47.56,41.67,1420,1420,1420,1420,1670,1670,1670,1747,61.20,29.00,-1,84,38.70,0,4.368
59,0,0,17.05,45.55,39.62,38.00,49.07,38.10,39.81,43.75,41.90,72.57,1420,1420,1420,1420,1670,1670,1670,1516,60.10,22.00,-1,84,38.70,0,4.368
59,0,0,17.05,44.62,40.74,43.90,39.47,39.24,39.29,31.65,36.59,82.14,1420,1420,1420,1420,1670,1670,1670,1747,60.50,21.00,-1,85,38.70,0,4.375
60,0,0,16.90,47.17,39.05,44.34,45.87,42.73,44.74,42.61,39.82,77.88,1420,1420,1420,1420,1670,1670,1670,1747,61.60,23.00,-1,85,38.70,0,4.375
60,0,0,16.90,58.96,49.38,49.37,51.90,51.25,64.29,60.24,54.76,86.75,1420,1420,1420,1420,1670,1670,1670,1075,62.00,23.00,-1,85,38.70,0,4.375
57,0,0,33.65,46.58,38.89,41.75,41.18,40.91,51.75,37.93,42.48,78.76,1420,1420,1420,1420,1670,1670,1670,1747,60.50,22.00,-1,85,38.70,0,4.375
57,0,0,33.65,45.38,39.24,36.00,38.96,42.17,54.32,44.19,40.74,62.65,1420,1420,1420,1420,1670,1670,1670,1747,60.50,24.00,-1,85,38.70,0,4.375
59,0,0,16.93,46.64,39.09,38.61,47.00,39.05,40.74,42.20,44.95,82.73,1420,1420,1420,1420,1670,1670,1670,1747,60.50,22.00,-1,85,38.70,0,4.373
59,0,0,16.93,48.46,49.40,45.45,40.54,44.58,40.48,42.86,44.05,82.35,1420,1420,1420,1420,1670,1670,1670,1747,60.80,25.00,-1,85,38.70,0,4.373
59,0,0,16.94,49.01,42.45,47.57,49.52,43.40,42.34,37.27,44.86,80.00,1420,1420,1420,1420,1670,1670,1670,1747,60.80,25.00,-1,85,38.70,0,4.373
59,0,0,16.94,44.93,35.80,39.24,44.44,40.48,36.90,33.33,40.96,87.21,1420,1420,1420,1420,1670,1670,1670,1747,59.70,26.00,-1,85,38.70,0,4.373
59,0,0,16.89,45.08,32.71,38.24,39.18,37.00,47.32,45.45,42.99,76.15,1420,1420,1420,1420,1670,1670,1670,1747,60.80,23.00,-1,85,38.70,0,4.373
59,0,0,16.89,46.70,33.75,41.77,41.77,38.27,52.44,36.59,44.19,81.48,1420,1420,1420,1420,1670,1670,1670,1747,61.60,27.00,-1,85,38.70,0,4.373
