FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt)
60,0,0,16.90,51.67,44.74,50.65,40.85,56.96,51.81,52.38,44.30,69.14,1420,1420,1420,1420,1670,1670,1670,1747,56.20,38.00,-1,87,34.80,692,3.73
60,0,0,16.90,53.05,53.10,46.15,51.85,51.38,65.49,55.75,51.75,50.44,1420,1420,1420,1420,1670,1670,1670,1747,55.40,37.00,-1,87,34.80,692,3.73
60,0,0,16.90,53.54,44.30,51.85,58.33,49.40,55.29,46.84,46.99,72.94,1420,1420,1420,1420,1766,1766,1766,1747,57.70,42.00,-1,87,34.80,809,3.73
59,0,0,16.92,48.23,42.48,37.39,40.37,46.15,49.56,46.49,42.99,77.69,1420,1420,1420,1420,1766,1766,1766,1747,59.30,43.00,-1,87,34.80,809,3.73
59,0,0,16.92,47.94,41.25,38.46,38.96,42.31,45.68,45.45,42.11,86.42,1516,1516,1516,1516,1766,1766,1766,2073,55.40,37.00,-1,87,34.80,809,3.73
59,0,0,16.93,49.77,49.55,47.22,48.11,53.45,44.04,38.53,38.32,79.28,1516,1516,1516,1516,1766,1766,1766,2073,55.80,31.00,-1,87,34.80,690,3.73
59,0,0,16.93,44.18,36.05,36.59,40.00,38.82,51.81,40.00,39.76,69.32,1804,1804,1804,1804,1766,1766,1766,2073,57.00,32.00,-1,87,34.80,690,3.73
59,0,0,33.58,51.32,47.01,40.35,46.90,42.34,58.41,50.43,49.55,74.56,1420,1420,1420,1420,1766,1766,1766,1747,56.60,36.00,-1,87,34.80,690,3.73
59,0,0,33.58,46.76,41.98,32.89,42.68,40.48,46.99,39.24,43.75,85.71,1420,1420,1420,1420,1670,1670,1670,2073,56.20,37.00,-1,87,34.80,767,3.73
59,0,0,33.58,48.78,43.64,41.96,43.12,43.86,48.70,44.25,47.79,75.21,1420,1420,1420,1420,1766,1766,1766,1747,56.20,40.00,-1,87,34.80,767,3.73
59,0,0,33.58,46.12,46.43,37.04,46.51,40.00,51.19,38.55,40.48,67.47,1420,1420,1420,1420,1766,1766,1766,1747,56.20,36.00,-1,87,34.80,767,3.73
59,0,0,33.59,47.10,44.44,44.07,42.99,42.73,49.14,46.02,41.82,63.72,1804,1804,1804,1804,1766,1766,1766,2073,57.00,33.00,-1,87,34.80,772,3.73
59,0,0,33.59,49.46,44.44,40.74,46.25,51.14,51.22,46.43,47.44,72.62,1516,1516,1516,1516,1766,1766,1766,2073,55.80,36.00,-1,87,34.80,772,3.73
59,0,0,16.93,47.36,44.64,37.38,40.00,45.54,47.75,42.86,41.23,75.44,1516,1516,1516,1516,1766,1766,1766,2073,56.20,35.00,-1,87,34.90,772,3.749
59,0,0,16.93,45.25,42.68,35.44,42.17,43.37,50.00,38.55,48.84,61.90,1804,1804,1804,1804,1766,1766,1766,2073,55.80,38.00,-1,87,34.90,679,3.749
59,0,0,17.08,47.52,46.49,37.38,42.73,46.85,48.70,49.57,44.83,61.40,1516,1516,1516,1516,1766,1766,1766,2073,56.20,37.00,-1,87,34.90,679,3.749
59,0,0,17.08,44.65,41.18,36.59,37.18,33.77,48.81,63.86,44.05,51.22,1516,1516,1516,1516,1766,1766,1766,2073,55.40,39.00,-1,87,34.90,679,3.749
59,0,0,16.89,48.74,46.43,42.45,47.37,46.43,61.86,49.58,52.54,43.22,1516,1516,1516,1516,1766,1766,1766,2073,56.20,36.00,-1,87,34.90,659,3.749
59,0,0,16.89,49.69,53.85,40.26,43.24,44.44,54.12,51.81,53.66,52.94,1804,1804,1804,1804,1766,1766,1766,2073,55.40,36.00,-1,87,34.90,659,3.749
59,0,0,16.99,46.41,42.34,34.31,38.89,45.13,53.72,55.17,43.97,55.93,1420,1420,1420,1420,1766,1766,1766,1747,55.80,38.00,-1,87,34.90,659,3.749
59,0,0,16.99,38.69,25.61,21.62,28.40,23.38,68.67,52.87,43.68,39.08,1804,1804,1804,1804,1766,1766,1766,2073,55.00,38.00,-1,87,34.90,643,3.749
59,0,0,16.98,41.94,33.33,39.47,33.64,29.63,68.60,42.11,45.61,39.66,1420,1420,1420,1420,1766,1766,1766,1747,55.40,39.00,-1,87,34.90,643,3.749
59,0,0,16.98,42.83,36.25,32.00,36.25,37.18,62.03,51.85,49.40,37.04,1804,1804,1804,1804,1766,1766,1766,2073,54.60,39.00,-1,87,34.90,643,3.749
59,0,0,33.61,41.01,33.03,33.94,34.91,31.48,46.90,57.50,45.22,42.98,1804,1804,1804,1804,1766,1766,1766,2073,55.00,35.00,-1,87,34.90,647,3.749
59,0,0,33.61,34.29,29.07,22.78,29.11,22.08,57.14,52.44,41.18,19.05,1516,1516,1516,1516,1766,1766,1766,2073,53.10,35.00,-1,87,34.90,647,3.749
