FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt)
59,0,0,16.84,43.70,43.24,40.71,42.86,41.44,46.15,37.72,43.10,54.63,1420,1420,1420,1420,1670,1670,1670,1747,50.00,35.00,-1,77,31.70,688,3.651
59,0,0,16.84,47.09,36.71,39.02,39.51,40.24,65.85,51.76,50.57,55.56,1420,1420,1420,1420,1670,1670,1670,1747,50.80,32.00,-1,77,31.70,688,3.651
60,0,0,16.87,44.75,42.11,45.79,46.43,43.86,39.64,35.09,37.84,66.09,1420,1420,1420,1420,1670,1670,1670,1747,50.00,35.00,-1,77,31.70,688,3.651
60,0,0,16.87,48.43,44.05,40.24,45.24,43.37,48.81,50.00,54.76,59.77,1420,1420,1420,1420,1670,1670,1670,1747,54.60,37.00,-1,77,31.70,640,3.651
57,0,0,33.59,45.97,40.00,44.14,39.64,39.13,59.65,50.44,45.87,46.96,1420,1420,1420,1420,1670,1670,1670,1747,50.40,28.00,-1,77,31.70,640,3.651
57,0,0,33.59,45.91,38.55,44.94,42.17,41.86,55.17,45.35,39.77,60.00,1420,1420,1420,1420,1670,1670,1670,1747,50.40,32.00,-1,77,31.70,640,3.651
59,0,0,33.53,52.94,48.62,51.38,52.34,51.79,49.55,46.85,49.12,73.64,1420,1420,1420,1420,1670,1670,1670,1747,53.50,28.00,-1,77,31.70,686,3.651
59,0,0,33.53,68.66,65.12,66.67,65.17,69.41,67.06,68.97,67.06,79.27,1420,1420,1420,1420,1766,1766,1766,2073,54.60,27.00,-1,77,31.90,686,3.626
60,0,0,16.96,65.23,50.94,58.47,57.26,55.75,75.89,72.32,74.56,74.36,1420,1420,1420,1420,1670,1670,1670,1747,53.90,34.00,-1,77,31.90,686,3.626
60,0,0,16.96,59.02,50.00,45.68,49.43,50.60,70.00,73.75,68.24,67.90,1420,1420,1420,1420,1670,1670,1670,1075,51.90,34.00,-1,77,31.90,768,3.626
60,0,0,16.86,49.06,44.25,47.79,42.73,38.39,58.12,44.04,47.27,68.42,1612,1612,1612,1612,1766,1766,1766,2073,53.50,36.00,-1,77,31.90,768,3.626
60,0,0,16.86,52.74,43.21,47.78,48.28,60.00,52.38,46.25,53.57,71.43,1420,1420,1420,1420,1670,1670,1670,1747,52.30,35.00,-1,77,31.90,768,3.626
57,0,0,33.86,52.76,48.25,45.13,47.46,45.69,52.25,51.72,55.37,75.42,1420,1420,1420,1420,1766,1766,1766,1747,54.30,23.00,-1,77,31.90,751,3.626
57,0,0,33.86,48.55,37.04,37.97,42.68,40.70,54.88,56.98,50.00,68.67,1420,1420,1420,1420,1670,1670,1670,1747,51.90,33.00,-1,77,31.90,751,3.626
57,1,0,67.13,52.58,46.36,46.02,45.79,44.04,61.95,56.64,49.07,69.30,1420,1420,1420,1420,1670,1670,1670,1747,51.90,32.00,-1,77,31.90,751,3.626
57,1,0,67.13,47.31,32.91,44.44,41.18,42.86,45.45,44.19,45.88,77.01,1420,1420,1420,1420,1670,1670,1670,1747,52.30,34.00,-1,77,31.90,695,3.626
60,0,0,16.93,49.28,41.44,45.13,41.44,42.98,42.73,49.14,43.70,86.21,1420,1420,1420,1420,1670,1670,1670,1747,51.50,31.00,-1,77,31.90,695,3.626
60,0,0,16.93,49.63,40.74,42.68,46.51,43.53,50.57,47.78,40.96,84.52,1420,1420,1420,1420,1670,1670,1670,1747,51.90,35.00,-1,77,31.90,695,3.626
58,0,0,33.58,50.44,43.36,45.13,46.09,44.44,56.41,52.94,50.00,65.45,1420,1420,1420,1420,1670,1670,1670,1747,52.30,35.00,-1,77,31.90,696,3.626
58,0,0,33.58,50.67,45.68,50.60,49.43,44.05,45.68,50.60,45.24,73.49,1420,1420,1420,1420,1670,1670,1670,1747,51.90,35.00,-1,77,31.90,696,3.626
58,0,0,33.56,49.89,45.13,43.52,43.93,45.22,58.56,50.43,50.00,64.35,1420,1420,1420,1420,1670,1670,1670,1747,51.90,33.00,-1,77,31.90,696,3.626
58,0,0,33.56,47.17,34.57,42.17,42.17,41.38,47.62,48.81,43.37,74.12,1420,1420,1420,1420,1670,1670,1670,1747,52.30,33.00,-1,77,31.90,731,3.626
59,0,0,16.92,49.33,43.24,44.83,42.73,43.64,56.30,44.04,46.02,73.68,1420,1420,1420,1420,1670,1670,1670,1747,54.30,36.00,-1,77,31.90,731,3.626
59,0,0,16.92,47.98,34.62,47.73,41.98,42.35,51.19,50.62,51.81,62.79,1420,1420,1420,1420,1670,1670,1670,1747,51.50,36.00,-1,77,31.90,731,3.626
60,0,0,17.04,46.53,40.37,43.24,48.25,40.54,44.04,43.24,41.44,70.09,1420,1420,1420,1420,1670,1670,1670,1747,51.50,33.00,-1,77,31.90,671,3.626
60,0,0,17.04,43.46,35.63,43.18,35.44,40.00,41.46,44.32,35.29,72.09,1420,1420,1420,1420,1670,1670,1670,1747,51.20,33.00,-1,77,31.90,671,3.626
59,0,0,17.07,47.05,39.09,40.54,43.36,43.86,45.54,48.21,41.07,73.68,1420,1420,1420,1420,1670,1670,1670,1747,51.20,30.00,-1,77,31.90,671,3.626
59,0,0,17.07,45.07,37.04,44.05,42.86,40.48,46.59,39.08,41.57,70.59,1420,1420,1420,1420,1670,1670,1670,1075,51.50,30.00,-1,77,31.90,648,3.626
60,0,0,16.90,44.54,37.84,38.89,43.97,42.48,45.54,40.91,40.18,65.79,1516,1516,1516,1516,1766,1766,1766,2073,52.30,24.00,-1,77,31.90,648,3.626
60,0,0,16.90,49.54,39.74,48.19,50.00,46.84,51.19,39.51,46.99,74.07,1420,1420,1420,1420,1670,1670,1670,1075,51.50,24.00,-1,76,32.20,648,3.594
59,0,0,16.94,50.33,41.67,48.25,51.28,51.72,53.98,45.37,41.28,67.57,1420,1420,1420,1420,1670,1670,1670,1747,51.90,32.00,-1,76,32.20,859,3.594
59,0,0,16.94,46.45,34.57,41.67,45.98,39.29,45.98,44.05,41.18,77.65,1420,1420,1420,1420,1670,1670,1670,1747,51.90,32.00,-1,76,32.20,859,3.594
60,0,0,16.88,48.61,36.19,45.05,49.12,46.55,44.83,45.13,43.75,79.09,1420,1420,1420,1420,1670,1670,1670,1747,51.90,33.00,-1,76,32.20,859,3.594
60,0,0,16.88,47.64,34.57,43.02,46.51,38.55,48.28,44.71,46.51,76.47,1420,1420,1420,1420,1670,1670,1670,1747,55.40,33.00,-1,76,32.20,906,3.594
60,0,0,16.89,67.59,61.61,65.81,64.91,66.07,77.19,65.77,60.53,81.08,1420,1420,1420,1420,1670,1670,1670,1747,53.10,29.00,-1,76,32.20,906,3.594
60,0,0,16.89,47.58,37.04,44.19,47.06,41.38,49.41,43.02,40.48,75.58,1420,1420,1420,1420,1670,1670,1670,1747,52.30,29.00,-1,76,32.20,906,3.594
60,0,0,16.96,49.28,39.81,48.25,46.90,42.86,53.04,41.59,48.72,72.73,1420,1420,1420,1420,1670,1670,1670,1747,52.70,31.00,-1,76,32.20,881,3.594
60,0,0,16.96,49.55,35.06,47.67,47.06,43.53,51.76,58.54,48.15,63.95,1420,1420,1420,1420,1766,1766,1766,1075,53.10,31.00,-1,76,32.20,881,3.594
58,0,0,33.57,47.93,35.78,42.34,48.25,43.12,65.49,65.49,56.48,26.32,1420,1420,1420,1420,1670,1670,1670,1747,51.90,34.00,-1,76,32.20,881,3.594
58,0,0,33.57,45.47,40.24,45.35,46.59,38.55,39.29,38.37,40.48,73.81,1420,1420,1420,1420,1670,1670,1670,1747,51.90,29.00,-1,76,32.20,658,3.594
60,0,0,16.83,42.43,34.58,40.74,42.20,42.34,52.63,44.34,46.85,37.07,1420,1420,1420,1420,1670,1670,1670,1747,51.50,26.00,-1,76,32.20,658,3.594
60,0,0,16.83,42.96,37.80,38.82,43.53,38.37,49.38,37.65,41.67,55.95,1420,1420,1420,1420,1670,1670,1670,1075,50.40,25.00,-1,76,32.20,658,3.594
59,0,0,16.84,44.37,37.04,46.49,48.70,38.89,53.10,43.24,38.05,48.67,1804,1804,1804,1804,1766,1766,1766,2073,53.10,21.00,-1,76,32.20,632,3.594
59,0,0,16.84,43.93,34.62,43.53,46.59,43.68,28.75,32.14,28.92,89.41,1420,1420,1420,1420,1670,1670,1670,1747,51.50,21.00,-1,76,32.20,632,3.594
60,0,0,17.00,42.60,37.27,44.86,45.87,37.04,33.64,37.61,38.94,66.07,1420,1420,1420,1420,1670,1670,1670,1747,51.20,22.00,-1,76,32.20,632,3.594
60,0,0,17.00,43.94,34.18,40.70,44.19,39.29,37.21,46.15,36.78,72.62,1420,1420,1420,1420,1670,1670,1670,1747,51.90,23.00,-1,76,32.20,628,3.594
59,0,0,33.54,46.59,39.45,46.96,46.85,47.75,49.55,33.03,35.71,71.79,1420,1420,1420,1420,1766,1766,1766,1075,51.50,25.00,-1,76,32.20,628,3.594
59,0,0,33.54,45.99,36.25,44.05,47.13,42.22,40.00,55.29,44.19,59.30,1420,1420,1420,1420,1670,1670,1670,1747,51.20,27.00,-1,76,32.20,628,3.594
60,0,0,16.92,45.58,38.39,46.09,46.55,42.61,46.09,39.09,34.82,71.82,1420,1420,1420,1420,1670,1670,1670,1747,51.20,27.00,-1,76,32.20,651,3.594
60,0,0,16.92,41.24,37.04,40.48,38.46,39.77,40.48,34.12,31.33,68.75,1420,1420,1420,1420,1670,1670,1670,1747,51.20,24.00,-1,76,32.20,651,3.594
58,0,0,33.57,44.82,38.18,45.61,43.12,46.79,42.11,39.09,37.27,65.49,1420,1420,1420,1420,1766,1766,1766,844,51.90,23.00,-1,76,32.20,651,3.594
58,0,0,33.57,46.90,42.17,48.84,47.56,50.00,55.68,43.37,39.77,49.43,1420,1420,1420,1420,1670,1670,1670,1747,50.40,23.00,-1,76,32.50,711,3.633
57,0,0,33.55,49.09,42.20,45.37,48.18,44.64,53.21,45.37,47.71,65.45,1420,1420,1420,1420,1670,1670,1670,1747,51.90,24.00,-1,76,32.50,711,3.633
57,0,0,33.55,46.84,34.15,36.59,41.86,38.82,54.02,48.24,49.41,68.18,1420,1420,1420,1420,1670,1670,1670,1747,51.50,25.00,-1,76,32.50,711,3.633
60,0,0,17.02,46.73,39.62,46.49,46.85,43.64,52.68,40.91,35.45,67.89,1420,1420,1420,1420,1670,1670,1670,1190,51.20,27.00,-1,76,32.50,677,3.633
60,0,0,17.02,42.35,36.47,40.00,40.74,36.47,32.95,33.72,35.71,81.61,1420,1420,1420,1420,1670,1670,1670,1747,51.50,27.00,-1,76,32.50,677,3.633
58,0,0,33.57,47.08,37.14,44.83,49.57,45.45,40.87,44.17,39.82,74.78,1804,1804,1804,1804,1766,1766,1766,2073,52.30,29.00,-1,76,32.50,677,3.633
58,0,0,33.57,49.17,45.12,44.44,46.43,44.58,49.38,54.88,54.22,54.55,1420,1420,1420,1420,1766,1766,1766,844,51.90,26.00,-1,76,32.50,793,3.633
55,1,0,50.34,60.52,64.55,61.67,66.67,64.66,53.10,57.52,52.21,63.87,1420,1420,1420,1420,1766,1766,1766,844,53.90,25.00,-1,76,32.50,793,3.633
55,1,0,50.34,44.48,35.06,35.90,42.86,36.71,55.00,50.00,46.99,49.38,1420,1420,1420,1420,1766,1766,1766,844,51.90,27.00,-1,76,32.50,793,3.633
59,0,0,33.56,47.57,40.19,43.48,45.13,42.59,48.60,39.09,47.83,74.56,1804,1804,1804,1804,1766,1766,1766,2073,52.70,30.00,-1,76,32.50,649,3.633
59,0,0,33.56,45.70,37.04,41.67,42.68,43.53,47.13,41.98,40.48,69.77,1420,1420,1420,1420,1670,1670,1670,844,51.90,29.00,-1,76,32.50,649,3.633
60,0,0,16.88,42.64,32.69,41.51,42.20,41.67,41.44,33.02,32.14,76.15,1420,1420,1420,1420,1670,1670,1670,1747,51.20,27.00,-1,76,32.50,649,3.633
60,0,0,16.88,46.24,37.35,40.74,38.10,39.08,57.14,47.73,37.50,70.59,1420,1420,1420,1420,1670,1670,1670,844,51.50,22.00,-1,76,32.50,624,3.633
50,3,0,67.12,50.34,28.97,36.36,37.61,33.33,76.58,58.93,60.18,71.19,1804,1804,1804,1804,1766,1766,1766,2073,56.60,24.00,-1,76,32.50,624,3.633
50,3,0,67.12,54.94,35.44,38.27,41.18,35.44,88.37,61.18,51.19,82.35,1420,1420,1420,1420,1766,1766,1766,960,56.60,21.00,-1,76,32.50,624,3.633
57,0,0,33.58,58.04,41.82,43.12,46.49,41.28,91.23,56.07,58.82,81.03,1420,1420,1420,1420,1766,1766,1766,1747,57.00,26.00,-1,76,32.50,721,3.633
57,0,0,33.58,57.21,46.25,41.25,40.24,40.74,85.88,60.98,57.95,81.61,1420,1420,1420,1420,1670,1670,1670,1747,55.80,27.00,-1,76,32.50,721,3.633
59,0,0,33.58,46.83,37.96,42.34,40.91,40.18,69.03,38.53,41.44,64.55,1420,1420,1420,1420,1670,1670,1670,1747,53.10,26.00,-1,76,32.50,721,3.633
59,0,0,33.58,43.63,36.59,38.10,44.83,40.24,43.68,38.89,31.33,75.00,1420,1420,1420,1420,1670,1670,1670,1747,51.90,24.00,-1,76,32.50,646,3.633
59,0,0,16.90,43.34,35.24,38.10,41.12,40.54,43.36,36.70,41.12,70.27,1420,1420,1420,1420,1670,1670,1670,1747,52.30,25.00,-1,76,32.50,646,3.633
59,0,0,16.90,44.89,35.37,39.02,46.34,38.37,42.86,34.94,42.53,74.71,1420,1420,1420,1420,1670,1670,1670,1747,51.90,28.00,-1,76,32.50,646,3.633
59,0,0,17.01,51.29,45.79,51.30,50.45,66.96,46.43,38.74,40.91,70.80,1420,1420,1420,1420,1670,1670,1670,1747,52.30,26.00,-1,76,32.50,703,3.633
59,0,0,17.01,42.64,39.02,39.02,44.58,44.83,25.93,37.65,32.94,74.42,1420,1420,1420,1420,1670,1670,1670,1747,51.90,24.00,-1,76,32.70,703,3.665
59,0,0,16.93,44.75,37.14,45.45,44.14,43.12,41.82,38.26,38.32,69.09,1420,1420,1420,1420,1670,1670,1670,1747,51.90,25.00,-1,76,32.70,703,3.665
59,0,0,16.93,42.36,38.64,40.91,46.59,38.82,39.33,27.16,34.15,74.42,1420,1420,1420,1420,1670,1670,1670,1747,50.80,27.00,-1,76,32.70,645,3.665
59,0,0,16.91,45.22,36.45,44.14,41.28,45.22,40.54,39.29,40.71,73.64,1420,1420,1420,1420,1670,1670,1670,1747,52.30,23.00,-1,76,32.70,645,3.665
59,0,0,16.91,40.03,26.58,32.14,35.37,30.49,39.08,32.93,39.76,82.56,1420,1420,1420,1420,1670,1670,1670,1747,52.30,33.00,-1,76,32.70,645,3.665
60,0,0,16.94,47.36,37.38,46.49,43.81,45.45,41.96,43.22,37.61,80.34,1420,1420,1420,1420,1670,1670,1670,1747,52.70,28.00,-1,76,32.70,878,3.665
60,0,0,16.94,43.07,31.25,40.70,43.37,37.80,40.70,30.86,42.17,77.11,1420,1420,1420,1420,1670,1670,1670,1747,51.50,24.00,-1,76,32.70,878,3.665
60,0,0,16.98,45.22,36.19,41.12,43.12,39.09,41.07,36.11,40.71,80.87,1420,1420,1420,1420,1670,1670,1670,1747,51.50,32.00,-1,76,32.70,878,3.665
60,0,0,16.98,45.60,40.00,40.24,33.75,41.86,42.53,45.45,36.25,83.53,1420,1420,1420,1420,1670,1670,1670,1747,52.30,34.00,-1,76,32.70,706,3.665
59,0,0,17.01,48.41,42.45,46.02,43.27,45.61,43.24,39.09,46.09,80.18,1420,1420,1420,1420,1670,1670,1670,1747,52.30,37.00,-1,76,32.70,706,3.665
59,0,0,17.01,46.27,40.48,40.24,43.02,38.75,45.12,43.53,39.76,78.41,1420,1420,1420,1420,1670,1670,1670,1747,52.30,35.00,-1,76,32.70,706,3.665
59,0,0,16.86,46.40,40.38,40.00,41.82,39.64,47.37,38.74,43.86,75.65,1420,1420,1420,1420,1670,1670,1670,1305,52.30,34.00,-1,76,32.70,753,3.665
59,0,0,16.86,49.10,37.97,37.50,48.78,40.24,60.00,61.18,46.99,60.98,1420,1420,1420,1420,1766,1766,1766,844,52.70,34.00,-1,76,32.70,753,3.665
59,0,0,16.87,48.61,42.45,47.71,47.27,47.66,48.65,41.44,42.06,72.57,1420,1420,1420,1420,1670,1670,1670,1747,51.90,35.00,-1,76,32.70,753,3.665
59,0,0,16.87,43.26,32.10,36.25,32.93,36.14,44.44,47.19,38.37,75.86,1420,1420,1420,1420,1670,1670,1670,1401,51.50,38.00,-1,76,32.70,679,3.665
60,0,0,16.85,49.55,43.36,42.34,43.64,43.64,49.07,47.75,50.45,74.36,1420,1420,1420,1420,1670,1670,1670,1632,52.70,36.00,-1,76,32.70,679,3.665
60,0,0,16.85,44.65,35.90,42.17,37.80,37.97,45.24,45.88,39.29,70.93,1420,1420,1420,1420,1670,1670,1670,1747,53.10,36.00,-1,76,32.70,679,3.665
59,0,0,33.58,46.82,38.83,45.45,42.59,38.83,50.00,41.90,40.57,74.55,1420,1420,1420,1420,1670,1670,1670,844,53.10,33.00,-1,76,32.70,685,3.665
59,0,0,33.58,49.78,45.56,44.05,45.24,45.88,50.00,50.57,47.06,69.23,1420,1420,1420,1420,1670,1670,1670,1747,52.70,35.00,-1,76,32.70,685,3.665
60,0,0,16.90,47.51,50.00,40.91,42.06,41.44,45.54,42.86,47.79,69.09,1420,1420,1420,1420,1670,1670,1670,1747,53.10,37.00,-1,76,32.70,685,3.665
60,0,0,16.90,43.01,31.65,37.50,38.55,40.00,40.24,42.68,39.33,68.60,1420,1420,1420,1420,1670,1670,1670,1747,51.90,40.00,-1,76,32.70,674,3.665
58,0,0,33.60,44.73,44.04,46.90,41.51,49.53,45.61,38.26,28.70,65.22,1420,1420,1420,1420,1670,1670,1670,1747,52.30,28.00,-1,76,32.70,674,3.665
58,0,0,33.60,43.61,40.24,45.68,44.58,42.17,42.53,34.15,32.10,65.88,1420,1420,1420,1420,1670,1670,1670,1747,51.50,24.00,-1,75,32.90,674,3.609
60,0,0,16.93,42.43,36.79,43.64,38.46,40.91,41.96,36.61,32.11,66.09,1420,1420,1420,1420,1670,1670,1670,1747,51.90,26.00,-1,75,32.90,635,3.609
60,0,0,16.93,43.78,36.71,40.24,36.71,38.82,61.18,44.32,34.52,57.47,1420,1420,1420,1420,1670,1670,1670,1747,51.90,28.00,-1,75,32.90,635,3.609
59,0,0,33.62,49.10,40.37,43.75,43.93,41.51,50.00,50.00,48.21,74.34,1420,1420,1420,1420,1670,1670,1670,1747,51.90,32.00,-1,75,32.90,635,3.609
59,0,0,33.62,43.96,39.76,36.14,37.35,41.38,49.41,45.12,41.67,60.24,1420,1420,1420,1420,1670,1670,1670,1747,52.70,32.00,-1,75,32.90,689,3.609
60,0,0,16.90,46.50,42.59,40.37,43.10,46.28,47.32,47.71,41.59,61.74,1420,1420,1420,1420,1670,1670,1670,1516,51.90,32.00,-1,75,32.90,689,3.609
60,0,0,16.90,43.09,40.00,34.15,32.10,36.78,39.53,40.00,45.05,79.31,1420,1420,1420,1420,1670,1670,1670,1747,52.30,32.00,-1,75,32.90,689,3.609
58,0,0,33.59,41.94,38.46,33.96,33.64,31.19,50.00,44.55,40.71,60.91,1420,1420,1420,1420,1670,1670,1670,1747,52.70,34.00,-1,75,32.90,874,3.609
58,0,0,33.59,45.19,40.23,39.53,41.18,40.70,44.71,46.07,41.67,67.86,1420,1420,1420,1420,1670,1670,1670,1747,51.90,32.00,-1,75,32.90,874,3.609
60,0,0,16.84,44.64,41.03,41.67,37.74,42.48,50.00,40.18,42.48,62.07,1420,1420,1420,1420,1670,1670,1670,1747,52.30,33.00,-1,75,32.90,874,3.609
60,0,0,16.84,45.75,44.83,39.02,37.80,38.10,67.44,43.02,41.38,51.19,1420,1420,1420,1420,1670,1670,1670,1747,51.90,33.00,-1,75,32.90,650,3.609
60,0,0,16.84,47.83,45.22,48.67,44.55,46.85,50.00,39.29,44.14,64.60,1420,1420,1420,1420,1670,1670,1670,1747,52.30,33.00,-1,75,32.90,650,3.609
60,0,0,16.84,53.98,51.19,51.76,53.57,58.89,61.18,41.46,53.49,59.26,1420,1420,1420,1420,1670,1670,1670,1516,51.90,33.00,-1,75,32.90,650,3.609
60,0,0,17.01,50.62,49.09,48.18,46.85,49.12,49.57,48.21,45.95,69.64,1420,1420,1420,1420,1670,1670,1670,1747,53.10,34.00,-1,75,32.90,697,3.609
60,0,0,17.01,44.74,41.18,43.37,39.76,41.18,48.84,33.72,54.12,52.87,1420,1420,1420,1420,1670,1670,1670,1747,51.50,36.00,-1,75,32.90,697,3.609
60,0,0,16.87,46.35,43.59,44.25,45.95,45.95,42.34,43.24,46.96,58.41,1420,1420,1420,1420,1670,1670,1670,1747,51.90,34.00,-1,75,32.90,697,3.609
60,0,0,16.87,49.40,49.43,48.81,46.91,48.78,59.76,41.98,49.41,48.19,1420,1420,1420,1420,1670,1670,1670,1747,51.90,35.00,-1,75,32.90,826,3.609
60,0,0,16.90,47.12,44.44,48.21,46.43,42.73,52.17,41.44,42.86,58.56,1420,1420,1420,1420,1670,1670,1670,1747,51.90,34.00,-1,75,32.90,826,3.609
60,0,0,16.90,43.07,38.64,37.80,36.59,41.86,38.10,51.14,38.82,61.54,1420,1420,1420,1420,1670,1670,1670,1747,51.20,30.00,-1,75,32.90,826,3.609
60,0,0,16.84,35.54,30.63,31.13,22.55,31.86,36.84,35.71,29.63,65.45,1420,1420,1420,1420,1670,1670,1670,1632,52.30,33.00,-1,75,32.90,631,3.609
60,0,0,16.84,37.59,25.84,28.92,27.50,28.74,38.10,48.86,46.67,56.32,1420,1420,1420,1420,1670,1670,1670,1747,51.90,34.00,-1,75,32.90,631,3.609
59,0,0,16.87,39.19,31.09,34.31,26.92,32.41,46.49,40.54,38.60,59.13,1420,1420,1420,1420,1670,1670,1670,1747,50.80,34.00,-1,75,32.90,631,3.609
59,0,0,16.87,36.76,29.67,28.40,30.68,31.82,62.07,36.36,36.78,41.86,1420,1420,1420,1420,1670,1670,1670,1747,51.20,33.00,-1,75,32.90,637,3.609
60,0,0,16.95,42.08,40.00,33.33,34.26,39.82,43.75,39.82,40.54,61.40,1420,1420,1420,1420,1670,1670,1670,1401,51.20,33.00,-1,75,33.10,637,3.666
60,0,0,16.95,35.77,30.11,25.93,27.06,27.38,51.11,34.12,56.98,34.88,1420,1420,1420,1420,1670,1670,1670,1190,50.40,33.00,-1,75,33.10,637,3.666
59,0,0,16.91,37.31,30.00,28.04,24.30,35.04,56.03,43.36,44.44,35.96,1420,1420,1420,1420,1670,1670,1670,1516,51.20,32.00,-1,75,33.10,607,3.666
