FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt)
60,0,0,16.88,28.25,27.78,31.68,29.41,26.92,24.55,24.55,30.63,29.91,1420,1420,1420,1420,1670,1670,1670,1075,51.20,19.00,-1,72,37.50,459,3.863
60,0,0,16.88,24.74,20.48,29.27,24.39,23.53,28.41,22.73,21.84,27.59,1420,1420,1420,1420,1670,1670,1670,2073,52.30,19.00,-1,72,37.50,459,3.863
59,0,0,16.95,30.39,34.86,40.19,29.81,29.63,22.43,28.83,28.57,27.93,1420,1420,1420,1420,1670,1670,1670,1075,51.50,21.00,-1,72,37.50,459,3.863
59,0,0,16.95,30.12,27.38,30.77,32.93,38.82,15.29,23.26,31.11,41.38,1420,1420,1420,1420,1670,1670,1670,1747,51.50,23.00,-1,72,37.50,466,3.863
59,0,0,16.94,36.50,43.86,40.78,38.61,52.78,34.75,26.79,26.36,30.00,1420,1420,1420,1420,1670,1670,1670,1075,51.90,20.00,-1,72,37.50,466,3.863
59,0,0,16.94,33.13,33.73,35.37,31.17,35.44,37.35,25.58,32.18,32.18,1420,1420,1420,1420,1670,1670,1670,1747,52.30,19.00,-1,72,37.50,466,3.863
57,0,0,33.61,51.91,41.96,35.92,39.64,40.91,71.79,59.48,53.51,70.80,1804,1804,1804,1804,1766,1766,1766,2073,58.10,17.00,-1,72,37.50,653,3.863
57,0,0,33.61,47.16,33.33,32.43,32.47,37.50,72.29,54.65,44.58,65.48,1420,1420,1420,1420,1670,1670,1670,1747,58.50,16.00,-1,72,37.50,653,3.863
60,0,0,16.84,47.07,34.58,38.61,41.12,35.24,61.68,36.45,32.11,95.50,1420,1420,1420,1420,1670,1670,1670,1747,59.70,17.00,-1,72,37.50,653,3.863
60,0,0,16.84,34.52,33.33,35.44,40.00,36.59,25.58,31.11,22.99,50.59,1420,1420,1420,1420,1670,1670,1670,1632,53.50,17.00,-1,72,37.50,528,3.863
60,0,0,16.85,34.24,35.51,36.54,37.61,41.59,30.63,33.91,19.27,37.84,1420,1420,1420,1420,1670,1670,1670,1075,53.10,17.00,-1,72,37.50,528,3.863
60,0,0,16.85,36.34,40.48,38.96,46.91,39.24,27.38,29.76,25.30,44.19,1420,1420,1420,1420,1670,1670,1670,1747,53.50,17.00,-1,72,37.50,528,3.863
60,0,0,16.94,35.34,39.81,35.35,42.59,37.62,25.44,27.10,23.89,52.25,1420,1420,1420,1420,1670,1670,1670,1747,51.50,17.00,-1,72,37.50,494,3.863
60,0,0,16.94,33.48,36.05,35.00,33.33,36.14,31.82,21.18,35.63,37.21,1420,1420,1420,1420,1670,1670,1670,1747,52.70,17.00,-1,72,37.50,494,3.863
59,0,0,16.83,36.38,38.18,37.00,33.33,40.74,28.70,24.32,24.55,64.22,1420,1420,1420,1420,1670,1670,1670,1747,52.70,17.00,-1,72,37.50,494,3.863
59,0,0,16.83,44.21,38.82,39.74,35.90,40.74,57.47,41.86,39.77,57.95,1420,1420,1420,1420,1670,1670,1670,1747,53.90,17.00,-1,72,37.50,534,3.863
59,0,0,33.70,45.11,43.24,43.81,41.90,39.62,44.14,41.74,39.81,65.77,1420,1420,1420,1420,1670,1670,1670,1747,53.50,18.00,-1,72,37.50,534,3.863
59,0,0,33.70,42.21,36.90,36.36,33.77,39.76,35.71,45.12,41.86,63.22,1420,1420,1420,1420,1670,1670,1670,1747,53.50,24.00,-1,72,37.50,534,3.863
59,0,0,16.90,40.14,43.24,40.38,38.68,43.12,37.50,43.24,31.19,48.21,1420,1420,1420,1420,1670,1670,1670,1747,54.30,27.00,-1,72,37.50,546,3.863
59,0,0,16.90,40.93,34.94,43.90,32.91,34.62,39.76,39.53,40.00,58.14,1420,1420,1420,1420,1670,1670,1670,1747,53.10,27.00,-1,72,37.50,546,3.863
60,0,0,16.91,44.63,43.70,40.74,39.45,42.59,42.74,42.50,38.46,65.52,1420,1420,1420,1420,1766,1766,1766,1747,58.50,26.00,-1,72,37.50,546,3.863
60,0,0,16.91,53.51,46.84,47.44,42.47,43.42,64.63,59.49,52.63,70.51,1420,1420,1420,1420,1670,1670,1670,1747,58.90,26.00,-1,72,37.50,633,3.863
50,1,0,67.18,58.27,48.21,51.85,43.40,50.44,68.10,68.42,59.65,74.34,1420,1420,1420,1420,1670,1670,1670,1747,58.90,25.00,-1,72,37.50,633,3.863
50,1,0,67.18,60.12,48.72,46.15,47.44,48.00,81.18,67.90,65.06,71.60,1420,1420,1420,1420,1766,1766,1766,1747,58.50,25.00,-1,72,37.50,633,3.863
59,0,0,33.58,53.38,50.43,45.95,45.95,52.25,63.33,54.39,50.44,64.41,1420,1420,1420,1420,1766,1766,1766,1747,57.70,27.00,-1,72,37.50,623,3.863
59,0,0,33.58,48.37,41.56,35.21,42.67,40.26,66.25,55.13,51.28,55.00,1420,1420,1420,1420,1670,1670,1670,1747,55.40,27.00,-1,72,37.50,623,3.863
60,0,0,16.95,39.40,40.37,37.25,37.74,39.62,30.48,37.84,34.82,54.95,1420,1420,1420,1420,1670,1670,1670,1747,55.80,31.00,-1,72,37.50,623,3.863
60,0,0,16.95,39.25,40.48,40.74,37.04,40.96,35.96,25.00,40.23,56.47,1420,1420,1420,1420,1670,1670,1670,1747,55.00,31.00,-1,72,37.30,566,3.82
59,0,0,16.92,39.82,37.84,36.89,34.62,44.44,47.22,35.40,35.71,43.12,1420,1420,1420,1420,1670,1670,1670,1747,54.30,36.00,-1,72,37.30,566,3.82
59,0,0,16.92,41.75,36.14,41.77,34.57,40.00,43.53,52.87,40.48,47.67,1420,1420,1420,1420,1670,1670,1670,1632,54.30,36.00,-1,72,37.30,566,3.82
59,0,0,16.89,41.93,41.67,38.24,41.35,42.72,42.34,43.36,42.34,40.91,1420,1420,1420,1420,1670,1670,1670,1075,54.60,38.00,-1,72,37.30,559,3.82
59,0,0,16.89,36.73,40.48,30.26,33.77,40.96,32.56,37.21,39.08,39.53,1420,1420,1420,1420,1670,1670,1670,1747,53.90,38.00,-1,72,37.30,559,3.82
58,0,0,33.64,41.71,42.06,42.86,43.81,44.23,33.33,40.18,36.70,48.67,1420,1420,1420,1420,1670,1670,1670,1747,55.00,36.00,-1,72,37.30,559,3.82
58,0,0,33.64,48.31,61.45,44.87,50.67,55.00,45.35,36.59,40.96,53.09,1420,1420,1420,1420,1670,1670,1670,1747,57.70,36.00,-1,72,37.30,568,3.82
53,2,0,67.13,42.96,37.04,35.64,36.63,42.45,43.36,44.14,42.73,60.00,1420,1420,1420,1420,1670,1670,1670,1075,55.00,30.00,-1,72,37.30,568,3.82
53,2,0,67.13,37.63,34.57,36.14,31.65,32.00,34.94,47.06,38.20,44.71,1420,1420,1420,1420,1670,1670,1670,1632,54.60,19.00,-1,72,37.30,568,3.82
59,0,0,16.84,40.48,42.59,39.62,38.83,43.64,34.78,39.81,37.38,47.75,1420,1420,1420,1420,1670,1670,1670,1747,55.40,38.00,-1,72,37.30,555,3.82
59,0,0,16.84,38.57,34.94,34.62,32.05,37.18,40.23,37.35,34.52,54.76,1420,1420,1420,1420,1670,1670,1670,1075,54.60,42.00,-1,72,37.30,555,3.82
56,1,0,50.37,40.19,36.19,37.62,35.00,42.06,37.61,41.07,42.48,49.56,1420,1420,1420,1420,1670,1670,1670,1747,55.80,41.00,-1,72,37.30,555,3.82
56,1,0,50.37,47.35,40.00,46.25,44.05,45.35,43.53,51.72,43.02,62.50,1420,1420,1420,1420,1670,1670,1670,1305,55.40,35.00,-1,72,37.30,604,3.82
59,0,0,17.04,43.44,36.19,39.81,41.35,42.45,44.14,42.59,39.64,62.50,1420,1420,1420,1420,1670,1670,1670,1747,55.80,38.00,-1,72,37.30,604,3.82
59,0,0,17.04,40.83,32.05,32.05,32.05,41.25,47.06,46.51,39.29,54.65,1420,1420,1420,1420,1670,1670,1670,1747,55.80,34.00,-1,72,37.30,604,3.82
50,1,1,134.31,47.46,42.20,36.89,41.18,42.06,50.00,57.52,48.21,58.72,1420,1420,1420,1420,1670,1670,1670,1305,55.80,32.00,-1,72,37.30,572,3.82
50,1,1,134.31,41.02,34.94,32.05,36.25,38.75,40.70,59.09,37.93,47.13,1420,1420,1420,1420,1670,1670,1670,1747,55.40,33.00,-1,72,37.30,572,3.82
60,0,0,17.12,44.86,35.51,37.14,36.89,42.59,48.70,42.34,44.83,68.07,1420,1420,1420,1420,1670,1670,1670,1747,56.20,32.00,-1,72,37.30,572,3.82
60,0,0,17.12,42.30,32.91,35.90,37.97,41.03,40.96,38.27,44.05,67.47,1420,1420,1420,1420,1670,1670,1670,1747,55.00,35.00,-1,72,37.30,568,3.82
59,0,0,16.88,45.35,39.64,33.66,36.19,42.45,53.10,44.14,46.90,65.45,1420,1420,1420,1420,1670,1670,1670,1747,55.80,36.00,-1,72,37.30,568,3.82
59,0,0,16.88,40.40,31.65,32.05,32.05,38.75,40.48,37.35,41.67,66.67,1420,1420,1420,1420,1670,1670,1670,1747,55.80,38.00,-1,72,37.30,568,3.82
59,0,0,33.66,46.36,40.37,40.78,39.62,45.54,52.21,43.86,51.82,55.45,1420,1420,1420,1420,1670,1670,1670,1747,57.00,36.00,-1,72,37.30,737,3.82
59,0,0,33.66,42.94,37.50,36.25,35.80,39.24,37.97,43.37,51.19,60.47,1420,1420,1420,1420,1670,1670,1670,1747,57.00,35.00,-1,71,37.30,737,3.82
60,0,0,16.91,48.19,42.45,41.75,41.35,55.14,51.35,52.68,40.00,59.63,1708,1708,1708,1708,1766,1766,1766,2073,57.40,38.00,-1,71,37.30,737,3.807
60,0,0,16.91,44.39,40.24,38.16,41.77,39.47,57.30,45.24,35.44,54.22,1420,1420,1420,1420,1670,1670,1670,1747,57.40,40.00,-1,71,37.30,594,3.807
60,0,0,16.94,41.62,34.91,40.78,39.42,45.95,35.14,36.94,41.44,58.04,1420,1420,1420,1420,1670,1670,1670,1747,56.20,40.00,-1,71,37.30,594,3.807
60,0,0,16.94,37.80,34.57,32.10,29.87,34.57,36.14,30.49,33.33,68.97,1420,1420,1420,1420,1670,1670,1670,1747,56.20,34.00,-1,71,37.30,594,3.807
59,0,0,16.96,46.83,43.24,43.40,45.37,43.27,53.98,36.61,48.21,59.13,1420,1420,1420,1420,1670,1670,1670,1747,55.40,33.00,-1,71,37.30,574,3.807
59,0,0,16.96,57.97,60.98,48.68,52.56,58.54,56.96,59.76,55.00,69.51,1420,1420,1420,1420,1766,1766,1766,1747,59.30,36.00,-1,71,37.30,574,3.807
60,0,0,16.97,54.44,55.45,47.12,54.72,54.81,57.39,57.52,56.76,51.75,1420,1420,1420,1420,1670,1670,1670,1747,57.00,36.00,-1,71,37.30,574,3.807
60,0,0,16.97,43.19,35.53,41.98,35.53,39.74,46.91,40.70,39.29,63.10,1420,1420,1420,1420,1670,1670,1670,1747,57.70,38.00,-1,71,37.30,587,3.807
60,0,0,17.05,43.24,36.45,37.14,39.62,38.83,45.95,39.81,39.81,67.57,1420,1420,1420,1420,1670,1670,1670,1747,59.30,37.00,-1,71,37.30,587,3.807
60,0,0,17.05,46.03,35.00,38.27,33.33,38.27,47.13,56.32,50.57,65.56,1420,1420,1420,1420,1670,1670,1670,1747,58.10,33.00,-1,71,37.30,587,3.807
59,0,0,16.96,44.11,37.50,34.95,39.42,43.40,47.37,43.24,50.44,55.45,1420,1420,1420,1420,1670,1670,1670,1747,57.00,32.00,-1,71,37.30,546,3.807
59,0,0,16.96,44.60,37.50,35.06,38.16,34.18,51.76,47.67,46.43,61.36,1420,1420,1420,1420,1670,1670,1670,1747,55.40,31.00,-1,71,37.30,546,3.807
60,0,0,16.92,44.22,36.70,35.58,38.83,48.21,47.37,49.56,42.48,52.54,1420,1420,1420,1420,1670,1670,1670,1747,55.40,35.00,-1,71,37.30,546,3.807
60,0,0,16.92,40.41,30.67,34.21,37.97,36.00,49.41,34.94,31.65,64.29,1420,1420,1420,1420,1670,1670,1670,1747,55.40,35.00,-1,71,37.30,546,3.807
59,0,0,16.94,42.69,37.14,36.89,39.60,38.61,47.27,43.75,44.64,53.04,1420,1420,1420,1420,1670,1670,1670,1747,55.00,35.00,-1,71,37.30,546,3.807
59,0,0,16.94,39.88,34.57,33.77,34.21,34.57,50.59,38.27,38.37,55.42,1420,1420,1420,1420,1670,1670,1670,1747,55.00,34.00,-1,71,37.30,546,3.807
59,0,0,16.97,45.30,36.54,38.10,40.57,44.04,48.25,52.25,47.32,53.15,1420,1420,1420,1420,1670,1670,1670,1747,56.60,34.00,-1,71,37.30,563,3.807
59,0,0,16.97,40.49,31.25,32.91,35.06,35.44,41.67,38.55,49.43,55.81,1420,1420,1420,1420,1670,1670,1670,1747,55.40,35.00,-1,71,37.30,563,3.807
60,0,0,16.92,41.15,33.65,36.54,38.24,39.25,39.29,33.03,40.71,66.37,1420,1420,1420,1420,1670,1670,1670,1747,55.80,35.00,-1,71,37.30,563,3.807
60,0,0,16.92,51.88,41.77,36.84,42.11,37.97,63.10,50.62,63.86,76.74,1420,1420,1420,1420,1670,1670,1670,1747,56.60,36.00,-1,71,37.30,606,3.807
60,0,0,16.90,41.60,34.91,34.65,41.51,39.25,40.00,40.91,43.24,55.36,1420,1420,1420,1420,1670,1670,1670,1747,56.60,35.00,-1,71,37.30,606,3.807
60,0,0,16.90,40.97,31.58,36.36,39.02,37.04,38.37,36.90,51.69,57.65,1420,1420,1420,1420,1670,1670,1670,1075,55.40,31.00,-1,71,37.30,606,3.812
59,0,0,17.04,39.50,34.62,34.62,35.00,42.06,37.96,43.12,43.40,43.64,1420,1420,1420,1420,1670,1670,1670,1747,55.00,29.00,-1,71,37.30,546,3.812
59,0,0,17.04,35.50,28.57,30.38,35.44,32.53,44.19,35.96,24.69,48.24,1420,1420,1420,1420,1670,1670,1670,1747,54.30,29.00,-1,71,37.30,546,3.812
60,0,0,16.91,43.19,34.95,35.29,36.89,36.54,44.25,44.55,40.91,68.75,1420,1420,1420,1420,1670,1670,1670,1747,55.80,35.00,-1,71,37.30,546,3.812
60,0,0,16.91,39.79,34.52,32.91,33.75,35.00,43.02,35.29,41.38,63.64,1420,1420,1420,1420,1670,1670,1670,1747,54.60,39.00,-1,71,37.30,796,3.812
60,0,0,17.04,39.17,35.24,38.10,33.67,32.04,37.04,42.73,36.11,56.36,1420,1420,1420,1420,1670,1670,1670,1747,55.40,36.00,-1,71,37.30,796,3.812
60,0,0,17.04,39.82,34.12,29.33,32.93,25.32,42.53,44.83,42.35,63.95,1420,1420,1420,1420,1670,1670,1670,1747,57.70,35.00,-1,71,37.30,796,3.812
57,1,0,67.18,40.28,36.11,36.54,33.33,35.85,40.38,44.55,37.74,56.25,1420,1420,1420,1420,1670,1670,1670,1747,55.00,39.00,-1,71,37.30,744,3.812
57,1,0,67.18,45.11,40.00,36.84,43.04,38.75,51.16,47.13,46.51,60.00,1420,1420,1420,1420,1670,1670,1670,1075,56.60,38.00,-1,71,37.30,744,3.812
59,0,0,17.00,43.01,40.95,45.71,38.61,39.81,42.98,39.45,35.71,58.77,1420,1420,1420,1420,1670,1670,1670,1747,56.20,32.00,-1,71,37.30,744,3.812
59,0,0,17.00,38.36,32.05,32.88,32.89,33.77,40.24,34.52,32.10,65.12,1420,1420,1420,1420,1670,1670,1670,1747,55.40,26.00,-1,71,37.30,531,3.812
59,0,0,16.91,47.59,43.93,43.69,52.34,49.07,42.98,50.89,37.50,60.91,1420,1420,1420,1420,1670,1670,1670,1747,56.20,29.00,-1,71,37.30,531,3.812
59,0,0,16.91,39.27,29.11,31.65,32.00,27.27,50.00,43.18,45.35,48.19,1420,1420,1420,1420,1670,1670,1670,1747,54.60,29.00,-1,71,37.30,531,3.812
59,0,0,16.85,39.55,32.71,35.71,33.33,37.74,42.20,38.18,36.04,60.18,1420,1420,1420,1420,1670,1670,1670,1747,55.00,29.00,-1,71,37.30,530,3.812
59,0,0,16.85,39.97,34.62,36.25,32.00,32.91,44.19,40.23,42.70,53.49,1420,1420,1420,1420,1670,1670,1670,1747,54.30,32.00,-1,71,37.30,530,3.812
59,0,0,16.95,43.68,37.84,37.76,40.95,38.89,44.83,48.18,37.96,61.47,1420,1420,1420,1420,1670,1670,1670,1747,55.80,34.00,-1,71,37.30,530,3.812
59,0,0,16.95,36.31,38.27,30.26,31.58,32.05,49.41,34.52,28.57,42.68,1420,1420,1420,1420,1670,1670,1670,1747,54.30,33.00,-1,71,37.30,549,3.812
60,0,0,16.86,43.99,39.81,47.62,45.63,40.59,35.34,36.61,45.13,62.28,1420,1420,1420,1420,1670,1670,1670,1632,54.60,30.00,-1,71,37.30,549,3.812
60,0,0,16.86,52.51,48.75,44.74,48.72,50.62,54.65,52.33,50.59,66.28,1420,1420,1420,1420,1670,1670,1670,1747,56.60,31.00,-1,71,37.30,549,3.812
60,0,0,17.07,43.98,41.35,45.63,43.40,40.20,40.74,46.85,48.67,46.85,1420,1420,1420,1420,1670,1670,1670,1747,55.00,34.00,-1,71,37.30,564,3.812
60,0,0,17.07,33.18,23.46,29.63,20.27,20.99,39.53,41.57,34.44,51.72,1420,1420,1420,1420,1670,1670,1670,1632,54.30,31.00,-1,71,37.30,564,3.812
60,0,0,16.94,35.87,23.53,29.13,31.07,27.00,41.23,39.13,41.23,51.69,1420,1420,1420,1420,1670,1670,1670,1075,54.60,32.00,-1,71,37.30,564,3.812
60,0,0,16.94,38.60,31.58,36.00,37.18,35.53,42.86,35.63,31.33,54.76,1420,1420,1420,1420,1670,1670,1670,1747,55.40,28.00,-1,71,37.30,543,3.819
60,0,0,17.02,44.71,39.42,44.90,40.21,46.60,56.25,40.18,41.28,48.11,1420,1420,1420,1420,1670,1670,1670,1747,55.00,31.00,-1,71,37.30,543,3.819
60,0,0,17.02,32.37,19.48,21.33,25.64,21.25,33.71,30.23,41.86,60.00,1420,1420,1420,1420,1670,1670,1670,1747,54.30,33.00,-1,71,37.30,543,3.819
59,0,0,16.99,43.63,37.74,44.76,39.80,43.27,38.53,46.49,45.13,53.04,1420,1420,1420,1420,1670,1670,1670,1516,55.40,34.00,-1,71,37.30,536,3.819
59,0,0,16.99,45.64,43.21,46.15,42.11,45.00,50.57,52.33,36.90,50.00,1420,1420,1420,1420,1670,1670,1670,1747,55.80,35.00,-1,71,37.30,536,3.819
60,0,0,16.96,44.50,44.23,43.43,40.82,44.66,42.20,43.64,38.89,55.96,1420,1420,1420,1420,1670,1670,1670,1190,55.40,35.00,-1,71,37.30,536,3.819
60,0,0,16.96,35.11,23.75,25.00,26.32,28.40,37.93,36.59,38.64,59.55,1420,1420,1420,1420,1670,1670,1670,1747,55.40,35.00,-1,71,37.30,545,3.819
60,0,0,17.05,39.00,30.10,34.00,32.04,29.25,50.45,46.36,41.82,46.49,1420,1420,1420,1420,1670,1670,1670,1747,55.00,34.00,-1,71,37.30,545,3.819
60,0,0,17.05,37.72,26.51,31.65,32.50,34.52,36.67,32.56,42.86,64.04,1420,1420,1420,1420,1670,1670,1670,1747,54.60,35.00,-1,71,37.30,545,3.819
60,0,0,17.03,37.74,32.69,30.93,29.29,29.70,40.35,50.00,41.59,44.04,1420,1420,1420,1420,1670,1670,1670,1747,55.00,39.00,-1,71,37.30,543,3.819
60,0,0,17.03,37.28,32.50,27.27,26.92,29.27,43.02,43.82,47.13,45.35,1420,1420,1420,1420,1670,1670,1670,1190,55.40,33.00,-1,71,37.30,543,3.819
60,0,0,16.94,43.17,36.04,39.05,36.89,35.51,50.00,51.28,45.13,49.12,1420,1420,1420,1420,1670,1670,1670,1747,55.80,35.00,-1,71,37.30,543,3.819
60,0,0,16.94,54.71,50.60,53.75,51.28,56.79,63.95,50.00,62.65,46.99,1420,1420,1420,1420,1670,1670,1670,1747,56.20,34.00,-1,71,37.30,564,3.819
60,0,0,17.16,41.76,38.89,40.20,34.69,38.89,47.32,39.64,40.18,53.57,1420,1420,1420,1420,1670,1670,1670,1747,55.80,30.00,-1,71,37.30,564,3.819
60,0,0,17.16,39.69,32.05,35.90,31.08,32.50,37.50,44.32,35.37,67.82,1420,1420,1420,1420,1670,1670,1670,1516,56.60,30.00,-1,71,37.30,564,3.819
60,0,0,17.47,42.11,32.67,38.83,41.18,36.54,46.90,45.22,39.29,54.39,1420,1420,1420,1420,1670,1670,1670,1747,56.20,27.00,-1,71,37.30,558,3.819
60,0,0,17.47,42.39,28.38,43.42,42.31,32.88,46.51,37.50,43.37,59.04,1420,1420,1420,1420,1670,1670,1670,1401,55.40,35.00,-1,71,37.30,558,3.819
59,0,0,17.10,44.34,35.35,45.45,38.00,41.18,45.05,40.37,39.29,67.86,1420,1420,1420,1420,1670,1670,1670,1747,55.00,40.00,-1,71,37.30,558,3.819
59,0,0,17.10,40.00,28.21,30.38,34.57,37.21,51.69,42.17,43.18,48.81,1420,1420,1420,1420,1670,1670,1670,1747,54.60,40.00,-1,71,37.30,574,3.819
59,0,0,16.88,42.07,36.79,44.23,38.61,32.65,45.95,44.95,36.61,55.26,1420,1420,1420,1420,1670,1670,1670,1747,57.70,34.00,-1,71,37.30,574,3.819
59,0,0,16.88,40.98,33.72,35.90,35.06,30.26,46.34,40.91,38.82,66.67,1420,1420,1420,1420,1670,1670,1670,1747,55.40,34.00,-1,71,37.30,574,3.819
59,0,0,16.83,33.88,21.90,25.74,29.41,25.71,40.74,39.81,41.07,44.55,1420,1420,1420,1420,1670,1670,1670,1632,55.40,36.00,-1,71,37.30,551,3.819
59,0,0,16.83,41.31,33.33,35.53,35.06,36.59,49.43,45.88,44.71,46.59,1420,1420,1420,1420,1670,1670,1670,1747,54.60,36.00,-1,70,37.30,551,3.819
59,0,0,16.86,48.47,49.09,50.00,45.71,52.73,57.39,44.07,39.47,51.79,1420,1420,1420,1420,1670,1670,1670,1747,55.00,35.00,-1,70,37.30,551,3.801
59,0,0,16.86,41.72,34.62,38.67,35.14,35.06,64.37,45.12,42.17,37.04,1420,1420,1420,1420,1670,1670,1670,1747,55.40,35.00,-1,70,37.30,559,3.801
60,0,0,17.17,44.21,34.86,46.53,41.75,40.00,53.21,42.98,43.52,46.43,1420,1420,1420,1420,1670,1670,1670,1075,55.00,37.00,-1,70,37.30,559,3.801
60,0,0,17.17,32.72,14.47,23.08,18.42,21.79,49.44,41.38,44.44,43.90,1420,1420,1420,1420,1670,1670,1670,1747,54.60,37.00,-1,70,37.30,559,3.801
60,0,0,16.90,34.08,22.43,30.19,21.05,24.51,35.58,38.32,38.89,55.75,1420,1420,1420,1420,1670,1670,1670,1075,55.00,38.00,-1,70,37.30,544,3.801
60,0,0,16.90,32.73,18.29,30.12,29.76,26.51,40.70,54.12,33.72,32.94,1420,1420,1420,1420,1670,1670,1670,1075,54.30,38.00,-1,70,37.30,544,3.801
60,0,0,16.86,35.41,27.03,31.43,30.10,33.33,39.05,31.30,33.03,55.96,1420,1420,1420,1420,1670,1670,1670,1747,55.00,39.00,-1,70,37.30,544,3.801
60,0,0,16.86,31.29,20.69,23.08,26.19,24.69,34.09,40.23,32.50,48.84,1420,1420,1420,1420,1670,1670,1670,1747,55.00,39.00,-1,70,37.30,524,3.801
59,0,0,16.93,38.54,32.41,34.91,39.45,36.70,35.78,38.39,36.61,53.57,1420,1420,1420,1420,1670,1670,1670,1747,56.20,37.00,-1,70,37.30,524,3.801
59,0,0,16.93,31.52,20.24,26.58,26.25,24.10,47.19,28.92,27.59,53.66,1420,1420,1420,1420,1670,1670,1670,1516,54.60,37.00,-1,70,37.30,524,3.801
60,0,0,16.95,39.35,39.83,31.43,32.38,28.85,47.32,40.71,41.59,49.11,1420,1420,1420,1420,1670,1670,1670,1401,54.60,38.00,-1,70,37.30,534,3.801
60,0,0,16.95,42.69,37.08,38.75,37.97,39.76,55.81,46.43,47.67,38.10,1420,1420,1420,1420,1670,1670,1670,1747,55.80,38.00,-1,70,37.30,534,3.801
59,0,0,16.84,42.97,41.07,42.20,37.38,35.24,52.21,47.27,40.87,47.66,1420,1420,1420,1420,1670,1670,1670,1747,55.00,39.00,-1,70,37.30,534,3.801
59,0,0,16.84,42.75,35.00,39.51,38.27,35.44,49.41,36.71,44.05,61.90,1420,1420,1420,1420,1670,1670,1670,1747,54.60,39.00,-1,70,37.30,569,3.801
59,0,0,16.92,45.68,38.18,40.38,42.45,43.24,51.79,42.48,49.55,55.45,1420,1420,1420,1420,1670,1670,1670,1747,55.40,40.00,-1,70,37.30,569,3.801
59,0,0,16.92,40.73,31.71,36.90,37.50,37.04,49.41,45.12,42.86,46.34,1420,1420,1420,1420,1670,1670,1670,1747,55.00,38.00,-1,70,37.30,569,3.801
59,0,0,16.91,42.27,35.78,38.10,40.19,40.54,42.34,37.04,39.64,62.07,1420,1420,1420,1420,1670,1670,1670,1747,55.80,39.00,-1,70,37.30,560,3.801
59,0,0,16.91,41.65,37.93,34.57,38.55,35.71,54.02,48.89,44.05,41.18,1420,1420,1420,1420,1670,1670,1670,1075,56.20,40.00,-1,70,37.30,560,3.801
60,0,0,16.92,51.09,50.47,44.76,50.93,54.05,59.09,50.44,43.75,55.36,1420,1420,1420,1420,1670,1670,1670,1305,56.60,45.00,-1,70,37.30,560,3.801
60,0,0,16.92,47.78,40.24,40.51,46.91,66.67,38.37,42.70,38.10,66.67,1420,1420,1420,1420,1670,1670,1670,1747,55.40,43.00,-1,70,37.30,600,3.801
